   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
           10.   0.15312E-01  0.10000       2.5265       5.1293    
           20.   0.15312E-01  0.10000       2.5265       5.1294    
           30.   0.15312E-01  0.10000       2.5265       5.1294    
           40.   0.15312E-01  0.10000       2.5265       5.1294    
           50.   0.15311E-01  0.10000       2.5264       5.1295    
           60.   0.15311E-01  0.10000       2.5264       5.1295    
           70.   0.15311E-01  0.10000       2.5264       5.1295    
           80.   0.15311E-01  0.10000       2.5264       5.1295    
           90.   0.15311E-01  0.10000       2.5264       5.1295    
          100.   0.15311E-01  0.10000       2.5264       5.1295    
          110.  -0.61380E-01  0.10000       10.128       1.2796    
          120.  -0.61380E-01  0.10000       10.128       1.2796    
          130.  -0.61380E-01  0.10000       10.128       1.2796    
          140.  -0.61380E-01  0.10000       10.128       1.2796    
          150.  -0.61380E-01  0.10000       10.128       1.2796    
          160.  -0.61380E-01  0.10000       10.128       1.2796    
          170.  -0.61380E-01  0.10000       10.128       1.2796    
          180.  -0.61380E-01  0.10000       10.128       1.2796    
          190.  -0.61380E-01  0.10000       10.128       1.2796    
          200.  -0.61380E-01  0.10000       10.128       1.2796    
          210.   0.66856E-01  0.10000       11.032       1.1748    
          220.   0.66856E-01  0.10000       11.032       1.1748    
          230.   0.66856E-01  0.10000       11.032       1.1748    
          240.   0.66856E-01  0.10000       11.032       1.1748    
          250.   0.66856E-01  0.10000       11.032       1.1748    
          260.   0.66856E-01  0.10000       11.032       1.1748    
          270.   0.66856E-01  0.10000       11.032       1.1748    
          280.   0.66856E-01  0.10000       11.032       1.1748    
          290.   0.66856E-01  0.10000       11.032       1.1748    
          300.   0.66856E-01  0.10000       11.032       1.1748    
          310.  -0.84452E-01  0.10000       13.935      0.92999    
          320.  -0.84452E-01  0.10000       13.935      0.92999    
          330.  -0.84452E-01  0.10000       13.935      0.92999    
          340.  -0.84452E-01  0.10000       13.935      0.92999    
          350.  -0.84452E-01  0.10000       13.935      0.92999    
          360.  -0.84452E-01  0.10000       13.935      0.92999    
          370.  -0.84452E-01  0.10000       13.935      0.92999    
          380.  -0.84452E-01  0.10000       13.935      0.92999    
          390.  -0.84452E-01  0.10000       13.935      0.92999    
          400.  -0.84452E-01  0.10000       13.935      0.92999    
          410.   0.80141E-01  0.10000       13.224      0.98002    
          420.   0.80141E-01  0.10000       13.224      0.98001    
          430.   0.80142E-01  0.10000       13.224      0.98001    
          440.   0.80142E-01  0.10000       13.224      0.98001    
          450.   0.80142E-01  0.10000       13.224      0.98001    
          460.   0.80142E-01  0.10000       13.224      0.98001    
          470.   0.80142E-01  0.10000       13.224      0.98001    
          480.   0.80142E-01  0.10000       13.224      0.98001    
          490.   0.80142E-01  0.10000       13.224      0.98001    
          500.   0.80142E-01  0.10000       13.224      0.98001    
