   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
           10.  -0.40595E-01  0.10000       6.6983       1.9347    
           20.  -0.40595E-01  0.10000       6.6983       1.9347    
           30.  -0.40595E-01  0.10000       6.6983       1.9347    
           40.  -0.40595E-01  0.10000       6.6983       1.9347    
           50.  -0.40595E-01  0.10000       6.6983       1.9347    
           60.  -0.40595E-01  0.10000       6.6983       1.9347    
           70.  -0.40595E-01  0.10000       6.6983       1.9347    
           80.  -0.40595E-01  0.10000       6.6983       1.9347    
           90.  -0.40595E-01  0.10000       6.6983       1.9347    
          100.  -0.40595E-01  0.10000       6.6983       1.9347    
          110.  -0.13499E-01  0.10000       2.2273       5.8184    
          120.  -0.13499E-01  0.10000       2.2273       5.8184    
          130.  -0.13499E-01  0.10000       2.2273       5.8184    
          140.  -0.13499E-01  0.10000       2.2273       5.8184    
          150.  -0.13499E-01  0.10000       2.2273       5.8184    
          160.  -0.13499E-01  0.10000       2.2273       5.8184    
          170.  -0.13499E-01  0.10000       2.2273       5.8184    
          180.  -0.13499E-01  0.10000       2.2273       5.8184    
          190.  -0.13499E-01  0.10000       2.2273       5.8184    
          200.  -0.13499E-01  0.10000       2.2273       5.8184    
          210.  -0.42578E-01  0.10000       7.0254       1.8446    
          220.  -0.42578E-01  0.10000       7.0254       1.8446    
          230.  -0.42578E-01  0.10000       7.0254       1.8446    
          240.  -0.42578E-01  0.10000       7.0254       1.8446    
          250.  -0.42578E-01  0.10000       7.0254       1.8446    
          260.  -0.42578E-01  0.10000       7.0254       1.8446    
          270.  -0.42578E-01  0.10000       7.0254       1.8446    
          280.  -0.42578E-01  0.10000       7.0254       1.8446    
          290.  -0.42578E-01  0.10000       7.0254       1.8446    
          300.  -0.42578E-01  0.10000       7.0254       1.8446    
          310.  -0.40559E-01  0.10000       6.6923       1.9365    
          320.  -0.40559E-01  0.10000       6.6923       1.9365    
          330.  -0.40559E-01  0.10000       6.6923       1.9365    
          340.  -0.40559E-01  0.10000       6.6923       1.9365    
          350.  -0.40559E-01  0.10000       6.6923       1.9365    
          360.  -0.40559E-01  0.10000       6.6923       1.9365    
          370.  -0.40559E-01  0.10000       6.6923       1.9365    
          380.  -0.40559E-01  0.10000       6.6923       1.9365    
          390.  -0.40559E-01  0.10000       6.6923       1.9365    
          400.  -0.40559E-01  0.10000       6.6923       1.9365    
          410.  -0.54805E-01  0.10000       9.0430       1.4331    
          420.  -0.54805E-01  0.10000       9.0430       1.4331    
          430.  -0.54805E-01  0.10000       9.0430       1.4331    
          440.  -0.54805E-01  0.10000       9.0430       1.4331    
          450.  -0.54805E-01  0.10000       9.0430       1.4331    
          460.  -0.54805E-01  0.10000       9.0430       1.4331    
          470.  -0.54805E-01  0.10000       9.0430       1.4331    
          480.  -0.54805E-01  0.10000       9.0430       1.4331    
          490.  -0.54805E-01  0.10000       9.0430       1.4331    
          500.  -0.54805E-01  0.10000       9.0430       1.4331    
