TOTIM (T)      HCON          HMAT      QDIR      QWELL        QMAT       QCADS      QTUB1      QTUB2      QTUB3      QTUB4      QTUB5      QTUB6       NSTOR        QFIX        QLH     FHLQ (LQ)        CAUCHY   CAUCHY (LQ)
   115200.   12.40184041   12.7973   0.000       0.000      0.3460E-03   0.000    -0.3460E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   118800.   12.38258187   12.7871   0.000       0.000      0.3540E-03   0.000    -0.3540E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   122400.   12.39123891   12.7793   0.000       0.000      0.3395E-03   0.000    -0.3395E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   126000.   12.37166919   12.7712   0.000       0.000      0.3496E-03   0.000    -0.3496E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   129600.   12.42164461   12.7682   0.000       0.000      0.3032E-03   0.000    -0.3032E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   133200.   12.39669321   12.7636   0.000       0.000      0.3211E-03   0.000    -0.3211E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   136800.   12.38768656   12.7593   0.000       0.000      0.3252E-03   0.000    -0.3252E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   140400.   12.36590767   12.7544   0.000       0.000      0.3399E-03   0.000    -0.3399E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   144000.   12.36163751   12.7504   0.000       0.000      0.3402E-03   0.000    -0.3402E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   147600.   12.35975969   12.7473   0.000       0.000      0.3391E-03   0.000    -0.3391E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   151200.   12.35874072   12.7450   0.000       0.000      0.3380E-03   0.000    -0.3380E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   154800.   12.35807433   12.7434   0.000       0.000      0.3372E-03   0.000    -0.3372E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   158400.   12.37091051   12.7435   0.000       0.000      0.3260E-03   0.000    -0.3260E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   162000.   12.42644824   12.7478   0.000       0.000      0.2812E-03   0.000    -0.2812E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   165600.   12.42376592   12.7511   0.000       0.000      0.2864E-03   0.000    -0.2864E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   169200.   12.37951947   12.7509   0.000       0.000      0.3250E-03   0.000    -0.3250E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   172800.   12.36607389   12.7504   0.000       0.000      0.3363E-03   0.000    -0.3363E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
