TOTIM (T)      HCON          HMAT      QDIR      QWELL        QMAT       QCADS      QTUB1      QTUB2      QTUB3      QTUB4      QTUB5      QTUB6       NSTOR        QFIX        QLH     FHLQ (LQ)        CAUCHY   CAUCHY (LQ)
     3600.   12.32165685   12.7697   0.000       0.000      0.3920E-03   0.000    -0.3920E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
     7200.   12.30838477   12.7688   0.000       0.000      0.4028E-03   0.000    -0.4028E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    10800.   12.30594562   12.7680   0.000       0.000      0.4043E-03   0.000    -0.4043E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    14400.   12.30482282   12.7673   0.000       0.000      0.4047E-03   0.000    -0.4047E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    18000.   12.30411424   12.7668   0.000       0.000      0.4049E-03   0.000    -0.4049E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    21600.   12.30358417   12.7665   0.000       0.000      0.4050E-03   0.000    -0.4050E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    25200.   12.30313475   12.7662   0.000       0.000      0.4052E-03   0.000    -0.4052E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    28800.   12.30272253   12.7661   0.000       0.000      0.4055E-03   0.000    -0.4055E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    32400.   12.30235210   12.7661   0.000       0.000      0.4057E-03   0.000    -0.4057E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    36000.   12.30198073   12.7661   0.000       0.000      0.4061E-03   0.000    -0.4061E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    39600.   12.30160851   12.7662   0.000       0.000      0.4065E-03   0.000    -0.4065E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    43200.   12.31455662   12.7672   0.000       0.000      0.3961E-03   0.000    -0.3961E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    46800.   12.31665202   12.7682   0.000       0.000      0.3951E-03   0.000    -0.3951E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    50400.   12.30408830   12.7682   0.000       0.000      0.4061E-03   0.000    -0.4061E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    54000.   12.31530864   12.7690   0.000       0.000      0.3970E-03   0.000    -0.3970E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    57600.   12.35022876   12.7721   0.000       0.000      0.3691E-03   0.000    -0.3691E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    61200.   12.45731074   12.7817   0.000       0.000      0.2839E-03   0.000    -0.2839E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    64800.   12.45234431   12.7883   0.000       0.000      0.2940E-03   0.000    -0.2940E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    68400.   12.45134469   12.7931   0.000       0.000      0.2990E-03   0.000    -0.2990E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    72000.   12.42124691   12.7943   0.000       0.000      0.3264E-03   0.000    -0.3264E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    75600.   12.39153085   12.7930   0.000       0.000      0.3513E-03   0.000    -0.3513E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    79200.   12.46698956   12.7970   0.000       0.000      0.2887E-03   0.000    -0.2887E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    82800.   12.48074302   12.8004   0.000       0.000      0.2797E-03   0.000    -0.2797E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    86400.   12.49456214   12.8034   0.000       0.000      0.2703E-03   0.000    -0.2703E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    90000.   12.57441757   12.8110   0.000       0.000      0.2070E-03   0.000    -0.2070E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    93600.   12.75997346   12.8295   0.000       0.000      0.6086E-04   0.000    -0.6086E-04  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    97200.   12.69441292   12.8384   0.000       0.000      0.1260E-03   0.000    -0.1260E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   100800.   12.54981497   12.8344   0.000       0.000      0.2490E-03   0.000    -0.2490E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   104400.   12.48217988   12.8261   0.000       0.000      0.3010E-03   0.000    -0.3010E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   108000.   12.46117307   12.8175   0.000       0.000      0.3118E-03   0.000    -0.3118E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   111600.   12.42849638   12.8077   0.000       0.000      0.3318E-03   0.000    -0.3318E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
