TOTIM (T)      HCON          HMAT      QDIR      QWELL        QMAT       QCADS      QTUB1      QTUB2      QTUB3      QTUB4      QTUB5      QTUB6       NSTOR        QFIX        QLH     FHLQ (LQ)        CAUCHY   CAUCHY (LQ)
     3600.   12.32165434   12.2404   0.000       0.000     -0.6093E-02   0.000     0.6093E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
     7200.   12.30838257   12.2324   0.000       0.000     -0.5696E-02   0.000     0.5696E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    10800.   12.30594339   12.2284   0.000       0.000     -0.5814E-02   0.000     0.5814E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    14400.   12.30482056   12.2264   0.000       0.000     -0.5878E-02   0.000     0.5878E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    18000.   12.30411196   12.2253   0.000       0.000     -0.5909E-02   0.000     0.5909E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    21600.   12.30358189   12.2246   0.000       0.000     -0.5925E-02   0.000     0.5925E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    25200.   12.30313245   12.2240   0.000       0.000     -0.5933E-02   0.000     0.5933E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    28800.   12.30272022   12.2236   0.000       0.000     -0.5938E-02   0.000     0.5938E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    32400.   12.30234979   12.2232   0.000       0.000     -0.5939E-02   0.000     0.5939E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    36000.   12.30197841   12.2228   0.000       0.000     -0.5940E-02   0.000     0.5940E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    39600.   12.30160618   12.2224   0.000       0.000     -0.5941E-02   0.000     0.5941E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    43200.   12.31455398   12.2301   0.000       0.000     -0.6335E-02   0.000     0.6335E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    46800.   12.31664940   12.2338   0.000       0.000     -0.6216E-02   0.000     0.6216E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    50400.   12.30408601   12.2273   0.000       0.000     -0.5759E-02   0.000     0.5759E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    54000.   12.31530602   12.2321   0.000       0.000     -0.6240E-02   0.000     0.6240E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    57600.   12.35022290   12.2550   0.000       0.000     -0.7144E-02   0.000     0.7144E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    61200.   12.45729040   12.3277   0.000       0.000     -0.9717E-02   0.000     0.9717E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    64800.   12.45232978   12.3477   0.000       0.000     -0.7849E-02   0.000     0.7849E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    68400.   12.45133185   12.3538   0.000       0.000     -0.7316E-02   0.000     0.7316E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    72000.   12.42123740   12.3378   0.000       0.000     -0.6257E-02   0.000     0.6257E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    75600.   12.39152316   12.3150   0.000       0.000     -0.5737E-02   0.000     0.5737E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    79200.   12.46697381   12.3543   0.000       0.000     -0.8452E-02   0.000     0.8452E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    82800.   12.48072856   12.3751   0.000       0.000     -0.7919E-02   0.000     0.7919E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    86400.   12.49454791   12.3905   0.000       0.000     -0.7805E-02   0.000     0.7805E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    90000.   12.57439596   12.4445   0.000       0.000     -0.9740E-02   0.000     0.9740E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    93600.   12.75988342   12.5753   0.000       0.000     -0.1384E-01   0.000     0.1384E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    97200.   12.69437056   12.5769   0.000       0.000     -0.8808E-02   0.000     0.8808E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   100800.   12.54980780   12.4903   0.000       0.000     -0.4462E-02   0.000     0.4462E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   104400.   12.48217631   12.4227   0.000       0.000     -0.4460E-02   0.000     0.4460E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   108000.   12.46116888   12.3890   0.000       0.000     -0.5411E-02   0.000     0.5411E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   111600.   12.42849290   12.3585   0.000       0.000     -0.5251E-02   0.000     0.5251E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   115200.   12.40183739   12.3325   0.000       0.000     -0.5202E-02   0.000     0.5202E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   118800.   12.38257902   12.3123   0.000       0.000     -0.5270E-02   0.000     0.5270E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   122400.   12.39123504   12.3110   0.000       0.000     -0.6018E-02   0.000     0.6018E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   126000.   12.37166613   12.2983   0.000       0.000     -0.5501E-02   0.000     0.5501E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   129600.   12.42163729   12.3246   0.000       0.000     -0.7275E-02   0.000     0.7275E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   133200.   12.39668832   12.3175   0.000       0.000     -0.5942E-02   0.000     0.5942E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   136800.   12.38768193   12.3096   0.000       0.000     -0.5853E-02   0.000     0.5853E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   140400.   12.36590393   12.2937   0.000       0.000     -0.5412E-02   0.000     0.5412E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   144000.   12.36163343   12.2860   0.000       0.000     -0.5669E-02   0.000     0.5669E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   147600.   12.35975537   12.2823   0.000       0.000     -0.5811E-02   0.000     0.5811E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   151200.   12.35873625   12.2803   0.000       0.000     -0.5881E-02   0.000     0.5881E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
