TOTIM (T)      HCON          HMAT      QDIR      QWELL        QMAT       QCADS      QTUB1      QTUB2      QTUB3      QTUB4      QTUB5      QTUB6       NSTOR        QFIX        QLH     FHLQ (LQ)        CAUCHY   CAUCHY (LQ)
    75600.   12.39153077   12.9266   0.000       0.000      0.4682E-03   0.000    -0.4682E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    79200.   12.46698927   12.9357   0.000       0.000      0.4101E-03   0.000    -0.4101E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    82800.   12.48074275   12.9448   0.000       0.000      0.4061E-03   0.000    -0.4061E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    86400.   12.49456187   12.9542   0.000       0.000      0.4022E-03   0.000    -0.4022E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    90000.   12.57441713   12.9694   0.000       0.000      0.3456E-03   0.000    -0.3456E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    93600.   12.75997677   12.9984   0.000       0.000      0.2087E-03   0.000    -0.2087E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    97200.   12.69441523   13.0187   0.000       0.000      0.2837E-03   0.000    -0.2837E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   100800.   12.54981561   13.0253   0.000       0.000      0.4161E-03   0.000    -0.4161E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   104400.   12.48218010   13.0265   0.000       0.000      0.4762E-03   0.000    -0.4762E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   108000.   12.46117326   13.0261   0.000       0.000      0.4943E-03   0.000    -0.4943E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   111600.   12.42849651   13.0232   0.000       0.000      0.5203E-03   0.000    -0.5203E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   115200.   12.40184053   13.0183   0.000       0.000      0.5394E-03   0.000    -0.5394E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   118800.   12.38258198   13.0123   0.000       0.000      0.5510E-03   0.000    -0.5510E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   122400.   12.39123901   13.0075   0.000       0.000      0.5393E-03   0.000    -0.5393E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   126000.   12.37166930   13.0014   0.000       0.000      0.5510E-03   0.000    -0.5510E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   129600.   12.42164477   12.9999   0.000       0.000      0.5060E-03   0.000    -0.5060E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   133200.   12.39669332   12.9961   0.000       0.000      0.5245E-03   0.000    -0.5245E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   136800.   12.38768667   12.9920   0.000       0.000      0.5287E-03   0.000    -0.5287E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   140400.   12.36590778   12.9863   0.000       0.000      0.5428E-03   0.000    -0.5428E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   144000.   12.36163761   12.9808   0.000       0.000      0.5417E-03   0.000    -0.5417E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   147600.   12.35975979   12.9755   0.000       0.000      0.5388E-03   0.000    -0.5388E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   151200.   12.35874082   12.9706   0.000       0.000      0.5354E-03   0.000    -0.5354E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   154800.   12.35807444   12.9660   0.000       0.000      0.5319E-03   0.000    -0.5319E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   158400.   12.37091063   12.9628   0.000       0.000      0.5179E-03   0.000    -0.5179E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   162000.   12.42644847   12.9644   0.000       0.000      0.4707E-03   0.000    -0.4707E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   165600.   12.42376612   12.9653   0.000       0.000      0.4739E-03   0.000    -0.4739E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   169200.   12.37951959   12.9625   0.000       0.000      0.5101E-03   0.000    -0.5101E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   172800.   12.36607401   12.9590   0.000       0.000      0.5188E-03   0.000    -0.5188E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
