   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
         3600.  -0.97510E-03   1.6500       575.45       74009.    
         7200.  -0.54485E-03   1.6500       321.54      0.13245E+06
        10800.  -0.54522E-03   1.6500       321.76      0.13236E+06
        14400.  -0.56610E-03   1.6500       334.09      0.12748E+06
        18000.  -0.58659E-03   1.6500       346.18      0.12303E+06
        21600.  -0.60577E-03   1.6500       357.50      0.11913E+06
        25200.  -0.62370E-03   1.6500       368.07      0.11571E+06
        28800.  -0.64046E-03   1.6500       377.97      0.11268E+06
        32400.  -0.65600E-03   1.6500       387.14      0.11001E+06
        36000.  -0.67066E-03   1.6500       395.79      0.10760E+06
        39600.  -0.68439E-03   1.6500       403.89      0.10545E+06
        43200.  -0.11272E-02   1.6500       665.23       64021.    
        46800.  -0.11389E-02   1.6500       672.11       63365.    
        50400.  -0.69937E-03   1.6500       412.73      0.10319E+06
        54000.  -0.11197E-02   1.6500       660.77       64452.    
        57600.  -0.22052E-02   1.6500       1301.4       32725.    
        61200.  -0.54175E-02   1.6500       3197.1       13321.    
        64800.  -0.44941E-02   1.6500       2652.2       16058.    
        68400.  -0.40629E-02   1.6500       2397.7       17762.    
        72000.  -0.28210E-02   1.6500       1664.8       25582.    
        75600.  -0.18174E-02   1.6500       1072.5       39708.    
        79200.  -0.43132E-02   1.6500       2545.4       16731.    
        82800.  -0.42776E-02   1.6500       2524.4       16870.    
        86400.  -0.43367E-02   1.6500       2559.3       16641.    
        90000.  -0.65484E-02   1.6500       3864.6       11020.    
        93600.  -0.11764E-01   1.6500       6942.5       6134.5    
        97200.  -0.80626E-02   1.6500       4758.1       8950.7    
       100800.  -0.28277E-02   1.6500       1668.7       25521.    
       104400.  -0.10065E-02   1.6500       593.96       71703.    
       108000.  -0.72947E-03   1.6500       430.50       98929.    
       111600.   0.10565E-03   1.6500       62.350      0.68305E+06
       115200.   0.71288E-03   1.6500       420.70      0.10123E+06
       118800.   0.10651E-02   1.6500       628.54       67757.    
       122400.   0.52981E-03   1.6500       312.67      0.13621E+06
       126000.   0.10538E-02   1.6500       621.90       68482.    
       129600.  -0.75834E-03   1.6500       447.54       95162.    
       133200.   0.19981E-03   1.6500       117.91      0.36118E+06
       136800.   0.38650E-03   1.6500       228.09      0.18672E+06
       140400.   0.95598E-03   1.6500       564.17       75489.    
       144000.   0.87311E-03   1.6500       515.26       82654.    
       147600.   0.76390E-03   1.6500       450.82       94470.    
       151200.   0.66055E-03   1.6500       389.83      0.10925E+06
       154800.   0.56368E-03   1.6500       332.65      0.12803E+06
       158400.   0.43222E-04   1.6500       25.508      0.16696E+07
       162000.  -0.17597E-02   1.6500       1038.5       41009.    
       165600.  -0.13870E-02   1.6500       818.54       52030.    
       169200.   0.14701E-03   1.6500       86.758      0.49089E+06
       172800.   0.37135E-03   1.6500       219.15      0.19433E+06
