   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
          100.  -0.40302      0.10000       66.499      0.19488    
          110.  -0.13437      0.10000       22.171      0.58451    
          120.  -0.13437      0.10000       22.171      0.58451    
          130.  -0.13437      0.10000       22.171      0.58451    
          140.  -0.13437      0.10000       22.171      0.58451    
          150.  -0.13437      0.10000       22.171      0.58451    
          160.  -0.13437      0.10000       22.171      0.58451    
          170.  -0.13437      0.10000       22.171      0.58451    
          180.  -0.13437      0.10000       22.171      0.58451    
          190.  -0.13437      0.10000       22.171      0.58451    
          200.  -0.13437      0.10000       22.171      0.58451    
          210.  -0.26871      0.10000       44.338      0.29229    
          220.  -0.26871      0.10000       44.337      0.29229    
          230.  -0.26871      0.10000       44.338      0.29229    
          240.  -0.26871      0.10000       44.338      0.29229    
          250.  -0.26871      0.10000       44.338      0.29229    
          260.  -0.26871      0.10000       44.338      0.29229    
          270.  -0.26871      0.10000       44.338      0.29229    
          280.  -0.26871      0.10000       44.338      0.29229    
          290.  -0.26871      0.10000       44.338      0.29229    
          300.  -0.26871      0.10000       44.338      0.29229    
          310.  -0.40302      0.10000       66.499      0.19488    
          320.  -0.40302      0.10000       66.499      0.19488    
          330.  -0.40302      0.10000       66.499      0.19488    
          340.  -0.40302      0.10000       66.499      0.19488    
          350.  -0.40302      0.10000       66.499      0.19488    
          360.  -0.40302      0.10000       66.499      0.19488    
          370.  -0.40302      0.10000       66.499      0.19488    
          380.  -0.40302      0.10000       66.499      0.19488    
          390.  -0.40302      0.10000       66.499      0.19488    
          400.  -0.40302      0.10000       66.499      0.19488    
          410.  -0.26871      0.10000       44.338      0.29229    
          420.  -0.26871      0.10000       44.338      0.29229    
          430.  -0.26871      0.10000       44.338      0.29229    
          440.  -0.26871      0.10000       44.338      0.29229    
          450.  -0.26871      0.10000       44.338      0.29229    
          460.  -0.26871      0.10000       44.338      0.29229    
          470.  -0.26871      0.10000       44.338      0.29229    
          480.  -0.26871      0.10000       44.338      0.29229    
          490.  -0.26871      0.10000       44.338      0.29229    
          500.  -0.26871      0.10000       44.338      0.29229    
