   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
          100.  -0.48423      0.10000       79.900      0.16219    
          110.  -0.16146      0.10000       26.642      0.48642    
          120.  -0.16146      0.10000       26.642      0.48642    
          130.  -0.16146      0.10000       26.642      0.48643    
          140.  -0.16146      0.10000       26.642      0.48643    
          150.  -0.16146      0.10000       26.642      0.48643    
          160.  -0.16146      0.10000       26.642      0.48643    
          170.  -0.16146      0.10000       26.642      0.48643    
          180.  -0.16146      0.10000       26.642      0.48643    
          190.  -0.16146      0.10000       26.642      0.48643    
          200.  -0.16146      0.10000       26.642      0.48643    
          210.  -0.32287      0.10000       53.275      0.24325    
          220.  -0.32287      0.10000       53.275      0.24325    
          230.  -0.32287      0.10000       53.275      0.24325    
          240.  -0.32287      0.10000       53.275      0.24325    
          250.  -0.32287      0.10000       53.275      0.24325    
          260.  -0.32287      0.10000       53.275      0.24325    
          270.  -0.32287      0.10000       53.275      0.24325    
          280.  -0.32287      0.10000       53.275      0.24325    
          290.  -0.32287      0.10000       53.275      0.24325    
          300.  -0.32287      0.10000       53.275      0.24325    
          310.  -0.48423      0.10000       79.900      0.16219    
          320.  -0.48423      0.10000       79.900      0.16219    
          330.  -0.48423      0.10000       79.900      0.16219    
          340.  -0.48423      0.10000       79.900      0.16219    
          350.  -0.48423      0.10000       79.900      0.16219    
          360.  -0.48423      0.10000       79.900      0.16219    
          370.  -0.48423      0.10000       79.900      0.16219    
          380.  -0.48423      0.10000       79.900      0.16219    
          390.  -0.48423      0.10000       79.900      0.16219    
          400.  -0.48423      0.10000       79.900      0.16219    
          410.  -0.32287      0.10000       53.275      0.24325    
          420.  -0.32287      0.10000       53.275      0.24325    
          430.  -0.32287      0.10000       53.275      0.24325    
          440.  -0.32287      0.10000       53.275      0.24325    
          450.  -0.32287      0.10000       53.275      0.24325    
          460.  -0.32287      0.10000       53.275      0.24325    
          470.  -0.32287      0.10000       53.275      0.24325    
          480.  -0.32287      0.10000       53.275      0.24325    
          490.  -0.32287      0.10000       53.275      0.24325    
          500.  -0.32287      0.10000       53.275      0.24325    
