   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
         3600.  -0.71080E-02   1.6500       4194.8       10153.    
         7200.  -0.66435E-02   1.6500       3920.6       10863.    
        10800.  -0.67654E-02   1.6500       3992.6       10667.    
        14400.  -0.68319E-02   1.6500       4031.9       10563.    
        18000.  -0.68658E-02   1.6500       4051.8       10511.    
        21600.  -0.68840E-02   1.6500       4062.6       10483.    
        25200.  -0.68947E-02   1.6500       4068.9       10467.    
        28800.  -0.68998E-02   1.6500       4071.9       10459.    
        32400.  -0.69039E-02   1.6500       4074.4       10453.    
        36000.  -0.69074E-02   1.6500       4076.4       10448.    
        39600.  -0.69103E-02   1.6500       4078.1       10443.    
        43200.  -0.73736E-02   1.6500       4351.5       9787.0    
        46800.  -0.72523E-02   1.6500       4279.9       9950.7    
        50400.  -0.67268E-02   1.6500       3969.8       10728.    
        54000.  -0.72770E-02   1.6500       4294.5       9917.0    
        57600.  -0.83458E-02   1.6500       4925.3       8647.0    
        61200.  -0.11411E-01   1.6500       6734.5       6324.0    
        64800.  -0.93769E-02   1.6500       5533.8       7696.1    
        68400.  -0.87882E-02   1.6500       5186.4       8211.7    
        72000.  -0.75388E-02   1.6500       4449.0       9572.6    
        75600.  -0.68721E-02   1.6500       4055.6       10501.    
        79200.  -0.99839E-02   1.6500       5892.0       7228.2    
        82800.  -0.94278E-02   1.6500       5563.8       7654.6    
        86400.  -0.93285E-02   1.6500       5505.2       7736.1    
        90000.  -0.11611E-01   1.6500       6852.1       6215.4    
        93600.  -0.16511E-01   1.6500       9744.0       4370.7    
        97200.  -0.10868E-01   1.6500       6413.9       6640.0    
       100800.  -0.57447E-02   1.6500       3390.2       12562.    
       104400.  -0.54997E-02   1.6500       3245.7       13122.    
       108000.  -0.64189E-02   1.6500       3788.1       11243.    
       111600.  -0.61332E-02   1.6500       3619.5       11766.    
       115200.  -0.60013E-02   1.6500       3541.7       12025.    
       118800.  -0.60230E-02   1.6500       3554.5       11982.    
       122400.  -0.68603E-02   1.6500       4048.6       10519.    
       126000.  -0.62601E-02   1.6500       3694.4       11528.    
       129600.  -0.83229E-02   1.6500       4911.7       8670.8    
       133200.  -0.68271E-02   1.6500       4029.0       10571.    
       136800.  -0.67189E-02   1.6500       3965.1       10741.    
       140400.  -0.61897E-02   1.6500       3652.9       11659.    
       144000.  -0.64639E-02   1.6500       3814.7       11164.    
       147600.  -0.66203E-02   1.6500       3907.0       10901.    
       151200.  -0.67057E-02   1.6500       3957.3       10762.    
       154800.  -0.67592E-02   1.6500       3989.0       10677.    
       158400.  -0.72558E-02   1.6500       4282.0       9946.0    
       162000.  -0.89838E-02   1.6500       5301.8       8032.8    
       165600.  -0.79862E-02   1.6500       4713.1       9036.3    
       169200.  -0.62227E-02   1.6500       3672.3       11597.    
       172800.  -0.63609E-02   1.6500       3753.9       11345.    
