   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
         3600.  -0.17614E-02   1.6500       1039.5       40972.    
         7200.  -0.16376E-02   1.6500       966.45       44067.    
        10800.  -0.16622E-02   1.6500       980.97       43415.    
        14400.  -0.16783E-02   1.6500       990.47       42998.    
        18000.  -0.16871E-02   1.6500       995.67       42774.    
        21600.  -0.16924E-02   1.6500       998.75       42642.    
        25200.  -0.16959E-02   1.6500       1000.8       42554.    
        28800.  -0.16980E-02   1.6500       1002.1       42501.    
        32400.  -0.16999E-02   1.6500       1003.2       42454.    
        36000.  -0.17016E-02   1.6500       1004.2       42411.    
        39600.  -0.17031E-02   1.6500       1005.1       42373.    
        43200.  -0.18273E-02   1.6500       1078.4       39493.    
        46800.  -0.18036E-02   1.6500       1064.4       40011.    
        50400.  -0.16659E-02   1.6500       983.13       43319.    
        54000.  -0.18055E-02   1.6500       1065.5       39971.    
        57600.  -0.20971E-02   1.6500       1237.6       34411.    
        61200.  -0.29367E-02   1.6500       1733.1       24574.    
        64800.  -0.24588E-02   1.6500       1451.1       29349.    
        68400.  -0.22992E-02   1.6500       1356.9       31387.    
        72000.  -0.19591E-02   1.6500       1156.2       36836.    
        75600.  -0.17553E-02   1.6500       1035.9       41113.    
        79200.  -0.25590E-02   1.6500       1510.2       28201.    
        82800.  -0.24487E-02   1.6500       1445.1       29472.    
        86400.  -0.24269E-02   1.6500       1432.3       29735.    
        90000.  -0.30377E-02   1.6500       1792.7       23757.    
        93600.  -0.52511E-02   1.6500       3099.0       13743.    
        97200.  -0.35513E-02   1.6500       2095.8       20321.    
       100800.  -0.15697E-02   1.6500       926.38       45973.    
       104400.  -0.13968E-02   1.6500       824.34       51664.    
       108000.  -0.15788E-02   1.6500       931.75       45708.    
       111600.  -0.14751E-02   1.6500       870.51       48924.    
       115200.  -0.14120E-02   1.6500       833.27       51110.    
       118800.  -0.13966E-02   1.6500       824.19       51673.    
       122400.  -0.16060E-02   1.6500       947.78       44935.    
       126000.  -0.14510E-02   1.6500       856.33       49734.    
       129600.  -0.19917E-02   1.6500       1175.4       36233.    
       133200.  -0.16248E-02   1.6500       958.89       44414.    
       136800.  -0.15851E-02   1.6500       935.45       45528.    
       140400.  -0.14397E-02   1.6500       849.66       50124.    
       144000.  -0.15015E-02   1.6500       886.12       48062.    
       147600.  -0.15427E-02   1.6500       910.43       46778.    
       151200.  -0.15678E-02   1.6500       925.22       46031.    
       154800.  -0.15854E-02   1.6500       935.64       45518.    
       158400.  -0.17216E-02   1.6500       1016.0       41917.    
       162000.  -0.21947E-02   1.6500       1295.2       32883.    
       165600.  -0.19663E-02   1.6500       1160.4       36701.    
       169200.  -0.14988E-02   1.6500       884.53       48148.    
       172800.  -0.15101E-02   1.6500       891.21       47788.    
