TOTIM (T)      HCON          HMAT      QDIR      QWELL        QMAT       QCADS      QTUB1      QTUB2      QTUB3      QTUB4      QTUB5      QTUB6       NSTOR        QFIX        QLH     FHLQ (LQ)        CAUCHY   CAUCHY (LQ)
     3600.   12.36082647   12.8191   0.000       0.000      0.4010E-03   0.000    -0.4010E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
     7200.   12.34684172   12.8180   0.000       0.000      0.4123E-03   0.000    -0.4123E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    10800.   12.34432562   12.8168   0.000       0.000      0.4134E-03   0.000    -0.4134E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    14400.   12.34314902   12.8157   0.000       0.000      0.4134E-03   0.000    -0.4134E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    18000.   12.34240941   12.8145   0.000       0.000      0.4131E-03   0.000    -0.4131E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    21600.   12.34186153   12.8135   0.000       0.000      0.4126E-03   0.000    -0.4126E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    25200.   12.34140087   12.8124   0.000       0.000      0.4122E-03   0.000    -0.4122E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    28800.   12.34100789   12.8115   0.000       0.000      0.4117E-03   0.000    -0.4117E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    32400.   12.34062238   12.8106   0.000       0.000      0.4112E-03   0.000    -0.4112E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    36000.   12.34024006   12.8097   0.000       0.000      0.4108E-03   0.000    -0.4108E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    39600.   12.33985945   12.8089   0.000       0.000      0.4104E-03   0.000    -0.4104E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    43200.   12.35351557   12.8093   0.000       0.000      0.3988E-03   0.000    -0.3988E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    46800.   12.35568224   12.8097   0.000       0.000      0.3973E-03   0.000    -0.3973E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    50400.   12.34245096   12.8091   0.000       0.000      0.4083E-03   0.000    -0.4083E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    54000.   12.35433479   12.8095   0.000       0.000      0.3983E-03   0.000    -0.3983E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    57600.   12.39109816   12.8128   0.000       0.000      0.3690E-03   0.000    -0.3690E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    61200.   12.50384297   12.8250   0.000       0.000      0.2810E-03   0.000    -0.2810E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    64800.   12.49817974   12.8352   0.000       0.000      0.2949E-03   0.000    -0.2949E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    68400.   12.49716944   12.8444   0.000       0.000      0.3038E-03   0.000    -0.3038E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    72000.   12.46539365   12.8503   0.000       0.000      0.3368E-03   0.000    -0.3368E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    75600.   12.43410185   12.8532   0.000       0.000      0.3668E-03   0.000    -0.3668E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    79200.   12.51365155   12.8626   0.000       0.000      0.3054E-03   0.000    -0.3054E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    82800.   12.52772723   12.8721   0.000       0.000      0.3013E-03   0.000    -0.3013E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    86400.   12.54218467   12.8818   0.000       0.000      0.2972E-03   0.000    -0.2972E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    90000.   12.62622780   12.8975   0.000       0.000      0.2374E-03   0.000    -0.2374E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    93600.   12.82139956   12.9275   0.000       0.000      0.9284E-04   0.000    -0.9284E-04  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    97200.   12.75141418   12.9484   0.000       0.000      0.1724E-03   0.000    -0.1724E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   100800.   12.59916589   12.9553   0.000       0.000      0.3117E-03   0.000    -0.3117E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   104400.   12.52821095   12.9565   0.000       0.000      0.3748E-03   0.000    -0.3748E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   108000.   12.50602468   12.9562   0.000       0.000      0.3939E-03   0.000    -0.3939E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   111600.   12.47141605   12.9531   0.000       0.000      0.4215E-03   0.000    -0.4215E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   115200.   12.44329544   12.9481   0.000       0.000      0.4417E-03   0.000    -0.4417E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   118800.   12.42300203   12.9419   0.000       0.000      0.4540E-03   0.000    -0.4540E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   122400.   12.43214655   12.9370   0.000       0.000      0.4417E-03   0.000    -0.4417E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   126000.   12.41145979   12.9306   0.000       0.000      0.4543E-03   0.000    -0.4543E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   129600.   12.46422874   12.9291   0.000       0.000      0.4068E-03   0.000    -0.4068E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   133200.   12.43773823   12.9252   0.000       0.000      0.4266E-03   0.000    -0.4266E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   136800.   12.42839168   12.9209   0.000       0.000      0.4310E-03   0.000    -0.4310E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   140400.   12.40547768   12.9151   0.000       0.000      0.4459E-03   0.000    -0.4459E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   144000.   12.40107143   12.9094   0.000       0.000      0.4448E-03   0.000    -0.4448E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   147600.   12.39911116   12.9040   0.000       0.000      0.4418E-03   0.000    -0.4418E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   151200.   12.39806179   12.8989   0.000       0.000      0.4382E-03   0.000    -0.4382E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   154800.   12.39738786   12.8941   0.000       0.000      0.4347E-03   0.000    -0.4347E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   158400.   12.41094411   12.8908   0.000       0.000      0.4199E-03   0.000    -0.4199E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   162000.   12.46949425   12.8925   0.000       0.000      0.3702E-03   0.000    -0.3702E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   165600.   12.46648365   12.8935   0.000       0.000      0.3737E-03   0.000    -0.3737E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   169200.   12.41987650   12.8906   0.000       0.000      0.4119E-03   0.000    -0.4119E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   172800.   12.40587152   12.8870   0.000       0.000      0.4210E-03   0.000    -0.4210E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
