   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
         3600.   0.85278E-03   1.6500       503.26       84625.    
         7200.   0.37791E-03   1.6500       223.02      0.19096E+06
        10800.   0.39395E-03   1.6500       232.49      0.18318E+06
        14400.   0.41768E-03   1.6500       246.49      0.17278E+06
        18000.   0.43947E-03   1.6500       259.35      0.16421E+06
        21600.   0.45943E-03   1.6500       271.13      0.15708E+06
        25200.   0.47785E-03   1.6500       282.00      0.15102E+06
        28800.   0.49481E-03   1.6500       292.01      0.14585E+06
        32400.   0.51065E-03   1.6500       301.36      0.14132E+06
        36000.   0.52540E-03   1.6500       310.06      0.13735E+06
        39600.   0.53914E-03   1.6500       318.17      0.13385E+06
        43200.   0.10266E-02   1.6500       605.84       70296.    
        46800.   0.10225E-02   1.6500       603.41       70580.    
        50400.   0.53528E-03   1.6500       315.90      0.13482E+06
        54000.   0.10145E-02   1.6500       598.71       71134.    
        57600.   0.21980E-02   1.6500       1297.1       32833.    
        61200.   0.57041E-02   1.6500       3366.2       12652.    
        64800.   0.45649E-02   1.6500       2694.0       15809.    
        68400.   0.41172E-02   1.6500       2429.8       17528.    
        72000.   0.27645E-02   1.6500       1631.5       26104.    
        75600.   0.17073E-02   1.6500       1007.6       42269.    
        79200.   0.45071E-02   1.6500       2659.9       16012.    
        82800.   0.43842E-02   1.6500       2587.3       16461.    
        86400.   0.44517E-02   1.6500       2627.1       16211.    
        90000.   0.68951E-02   1.6500       4069.2       10466.    
        93600.   0.12577E-01   1.6500       7422.2       5738.0    
        97200.   0.83011E-02   1.6500       4898.9       8693.5    
       100800.   0.26545E-02   1.6500       1566.5       27186.    
       104400.   0.84997E-03   1.6500       501.61       84904.    
       108000.   0.63429E-03   1.6500       374.33      0.11377E+06
       111600.  -0.25940E-03   1.6500       153.08      0.27821E+06
       115200.  -0.88769E-03   1.6500       523.87       81296.    
       118800.  -0.12453E-02   1.6500       734.93       57949.    
       122400.  -0.63504E-03   1.6500       374.77      0.11364E+06
       126000.  -0.12290E-02   1.6500       725.30       58718.    
       129600.   0.79151E-03   1.6500       467.11       91175.    
       133200.  -0.33157E-03   1.6500       195.68      0.21765E+06
       136800.  -0.50612E-03   1.6500       298.69      0.14259E+06
       140400.  -0.11279E-02   1.6500       665.64       63981.    
       144000.  -0.10159E-02   1.6500       599.50       71040.    
       147600.  -0.89859E-03   1.6500       530.30       80310.    
       151200.  -0.79043E-03   1.6500       466.47       91300.    
       154800.  -0.69028E-03   1.6500       407.37      0.10455E+06
       158400.  -0.12285E-03   1.6500       72.502      0.58741E+06
       162000.   0.18445E-02   1.6500       1088.6       39124.    
       165600.   0.13621E-02   1.6500       803.86       52980.    
       169200.  -0.32480E-03   1.6500       191.68      0.22219E+06
       172800.  -0.51963E-03   1.6500       306.66      0.13888E+06
