TOTIM (T)      HCON          HMAT      QDIR      QWELL        QMAT       QCADS      QTUB1      QTUB2      QTUB3      QTUB4      QTUB5      QTUB6       NSTOR        QFIX        QLH     FHLQ (LQ)        CAUCHY   CAUCHY (LQ)
     3600.   12.36082659   12.7083   0.000       0.000      0.3041E-03   0.000    -0.3041E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
     7200.   12.34684184   12.7072   0.000       0.000      0.3153E-03   0.000    -0.3153E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    10800.   12.34432574   12.7060   0.000       0.000      0.3165E-03   0.000    -0.3165E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    14400.   12.34314914   12.7048   0.000       0.000      0.3165E-03   0.000    -0.3165E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    18000.   12.34240953   12.7037   0.000       0.000      0.3161E-03   0.000    -0.3161E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    21600.   12.34186164   12.7026   0.000       0.000      0.3157E-03   0.000    -0.3157E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    25200.   12.34140099   12.7016   0.000       0.000      0.3152E-03   0.000    -0.3152E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    28800.   12.34100801   12.7007   0.000       0.000      0.3147E-03   0.000    -0.3147E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    32400.   12.34062250   12.6997   0.000       0.000      0.3142E-03   0.000    -0.3142E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    36000.   12.34024018   12.6989   0.000       0.000      0.3138E-03   0.000    -0.3138E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    39600.   12.33985957   12.6981   0.000       0.000      0.3134E-03   0.000    -0.3134E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    43200.   12.35351570   12.6984   0.000       0.000      0.3018E-03   0.000    -0.3018E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    46800.   12.35568237   12.6989   0.000       0.000      0.3003E-03   0.000    -0.3003E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    50400.   12.34245108   12.6982   0.000       0.000      0.3113E-03   0.000    -0.3113E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    54000.   12.35433492   12.6987   0.000       0.000      0.3013E-03   0.000    -0.3013E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    57600.   12.39109831   12.7020   0.000       0.000      0.2721E-03   0.000    -0.2721E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    61200.   12.50384318   12.7142   0.000       0.000      0.1840E-03   0.000    -0.1840E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    64800.   12.49817992   12.7244   0.000       0.000      0.1979E-03   0.000    -0.1979E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    68400.   12.49716961   12.7336   0.000       0.000      0.2069E-03   0.000    -0.2069E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    72000.   12.46539380   12.7395   0.000       0.000      0.2398E-03   0.000    -0.2398E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    75600.   12.43410198   12.7424   0.000       0.000      0.2698E-03   0.000    -0.2698E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    79200.   12.51365173   12.7518   0.000       0.000      0.2084E-03   0.000    -0.2084E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    82800.   12.52772741   12.7613   0.000       0.000      0.2043E-03   0.000    -0.2043E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    86400.   12.54218485   12.7710   0.000       0.000      0.2002E-03   0.000    -0.2002E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    90000.   12.62622802   12.7867   0.000       0.000      0.1404E-03   0.000    -0.1404E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    93600.   12.82140408   12.8167   0.000       0.000     -0.4110E-05   0.000     0.4110E-05  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    97200.   12.75141647   12.8376   0.000       0.000      0.7545E-04   0.000    -0.7545E-04  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   100800.   12.59916647   12.8446   0.000       0.000      0.2147E-03   0.000    -0.2147E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   104400.   12.52821102   12.8457   0.000       0.000      0.2778E-03   0.000    -0.2778E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   108000.   12.50602475   12.8454   0.000       0.000      0.2970E-03   0.000    -0.2970E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   111600.   12.47141615   12.8424   0.000       0.000      0.3246E-03   0.000    -0.3246E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   115200.   12.44329554   12.8374   0.000       0.000      0.3448E-03   0.000    -0.3448E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   118800.   12.42300212   12.8312   0.000       0.000      0.3572E-03   0.000    -0.3572E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   122400.   12.43214665   12.8262   0.000       0.000      0.3448E-03   0.000    -0.3448E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   126000.   12.41145988   12.8199   0.000       0.000      0.3574E-03   0.000    -0.3574E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   129600.   12.46422887   12.8184   0.000       0.000      0.3099E-03   0.000    -0.3099E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   133200.   12.43773833   12.8145   0.000       0.000      0.3297E-03   0.000    -0.3297E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   136800.   12.42839178   12.8102   0.000       0.000      0.3341E-03   0.000    -0.3341E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   140400.   12.40547778   12.8044   0.000       0.000      0.3490E-03   0.000    -0.3490E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   144000.   12.40107153   12.7987   0.000       0.000      0.3479E-03   0.000    -0.3479E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   147600.   12.39911126   12.7933   0.000       0.000      0.3449E-03   0.000    -0.3449E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   151200.   12.39806189   12.7882   0.000       0.000      0.3414E-03   0.000    -0.3414E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
