   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
         3600.  -0.25083E-02   1.6500       1480.3       28771.    
         7200.  -0.22245E-02   1.6500       1312.8       32442.    
        10800.  -0.22600E-02   1.6500       1333.8       31931.    
        14400.  -0.22835E-02   1.6500       1347.6       31603.    
        18000.  -0.22991E-02   1.6500       1356.8       31389.    
        21600.  -0.23105E-02   1.6500       1363.5       31234.    
        25200.  -0.23197E-02   1.6500       1369.0       31110.    
        28800.  -0.23272E-02   1.6500       1373.4       31010.    
        32400.  -0.23340E-02   1.6500       1377.4       30919.    
        36000.  -0.23402E-02   1.6500       1381.1       30837.    
        39600.  -0.23460E-02   1.6500       1384.5       30762.    
        43200.  -0.26342E-02   1.6500       1554.6       27396.    
        46800.  -0.26032E-02   1.6500       1536.3       27722.    
        50400.  -0.23014E-02   1.6500       1358.1       31358.    
        54000.  -0.26084E-02   1.6500       1539.3       27667.    
        57600.  -0.32936E-02   1.6500       1943.7       21911.    
        61200.  -0.53031E-02   1.6500       3129.6       13608.    
        64800.  -0.44009E-02   1.6500       2597.2       16398.    
        68400.  -0.41077E-02   1.6500       2424.2       17568.    
        72000.  -0.33185E-02   1.6500       1958.4       21746.    
        75600.  -0.27753E-02   1.6500       1637.8       26003.    
        79200.  -0.45369E-02   1.6500       2677.4       15906.    
        82800.  -0.43521E-02   1.6500       2568.4       16582.    
        86400.  -0.43576E-02   1.6500       2571.7       16561.    
        90000.  -0.57950E-02   1.6500       3419.9       12453.    
        93600.  -0.90338E-02   1.6500       5331.3       7988.4    
        97200.  -0.61266E-02   1.6500       3615.6       11779.    
       100800.  -0.28654E-02   1.6500       1691.0       25186.    
       104400.  -0.21530E-02   1.6500       1270.6       33519.    
       108000.  -0.22818E-02   1.6500       1346.6       31627.    
       111600.  -0.18775E-02   1.6500       1108.0       38437.    
       115200.  -0.16127E-02   1.6500       951.75       44748.    
       118800.  -0.14839E-02   1.6500       875.71       48633.    
       122400.  -0.19033E-02   1.6500       1123.2       37917.    
       126000.  -0.15404E-02   1.6500       909.05       46849.    
       129600.  -0.27704E-02   1.6500       1635.0       26049.    
       133200.  -0.20004E-02   1.6500       1180.5       36076.    
       136800.  -0.19163E-02   1.6500       1130.9       37659.    
       140400.  -0.15628E-02   1.6500       922.26       46179.    
       144000.  -0.16690E-02   1.6500       984.99       43238.    
       147600.  -0.17472E-02   1.6500       1031.1       41304.    
       151200.  -0.18062E-02   1.6500       1066.0       39953.    
       154800.  -0.18553E-02   1.6500       1094.9       38897.    
       158400.  -0.21806E-02   1.6500       1286.9       33094.    
       162000.  -0.33100E-02   1.6500       1953.4       21803.    
       165600.  -0.28948E-02   1.6500       1708.4       24930.    
       169200.  -0.18643E-02   1.6500       1100.2       38710.    
       172800.  -0.18292E-02   1.6500       1079.5       39452.    
