TOTIM (T)      HCON          HMAT      QDIR      QWELL        QMAT       QCADS      QTUB1      QTUB2      QTUB3      QTUB4      QTUB5      QTUB6       NSTOR        QFIX        QLH     FHLQ (LQ)        CAUCHY   CAUCHY (LQ)
     3600.   12.36082368   12.2764   0.000       0.000     -0.6331E-02   0.000     0.6331E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
     7200.   12.34683925   12.2680   0.000       0.000     -0.5912E-02   0.000     0.5912E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    10800.   12.34432311   12.2638   0.000       0.000     -0.6038E-02   0.000     0.6038E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    14400.   12.34314648   12.2617   0.000       0.000     -0.6105E-02   0.000     0.6105E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    18000.   12.34240685   12.2606   0.000       0.000     -0.6137E-02   0.000     0.6137E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    21600.   12.34185895   12.2598   0.000       0.000     -0.6154E-02   0.000     0.6154E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    25200.   12.34139829   12.2592   0.000       0.000     -0.6162E-02   0.000     0.6162E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    28800.   12.34100530   12.2588   0.000       0.000     -0.6166E-02   0.000     0.6166E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    32400.   12.34061978   12.2584   0.000       0.000     -0.6168E-02   0.000     0.6168E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    36000.   12.34023745   12.2580   0.000       0.000     -0.6170E-02   0.000     0.6170E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    39600.   12.33985684   12.2576   0.000       0.000     -0.6171E-02   0.000     0.6171E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    43200.   12.35351263   12.2657   0.000       0.000     -0.6588E-02   0.000     0.6588E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    46800.   12.35567935   12.2695   0.000       0.000     -0.6460E-02   0.000     0.6460E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    50400.   12.34244841   12.2627   0.000       0.000     -0.5979E-02   0.000     0.5979E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    54000.   12.35433189   12.2678   0.000       0.000     -0.6489E-02   0.000     0.6489E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    57600.   12.39108287   12.2919   0.000       0.000     -0.7440E-02   0.000     0.7440E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    61200.   12.50381052   12.3684   0.000       0.000     -0.1015E-01   0.000     0.1015E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    64800.   12.49815734   12.3892   0.000       0.000     -0.8175E-02   0.000     0.8175E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    68400.   12.49714966   12.3955   0.000       0.000     -0.7622E-02   0.000     0.7622E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    72000.   12.46537907   12.3787   0.000       0.000     -0.6504E-02   0.000     0.6504E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
