   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
         3600.   0.14430E-02   1.6500       851.56       50013.    
         7200.   0.10797E-02   1.6500       637.17       66841.    
        10800.   0.10868E-02   1.6500       641.39       66401.    
        14400.   0.11075E-02   1.6500       653.62       65158.    
        18000.   0.11258E-02   1.6500       664.37       64104.    
        21600.   0.11419E-02   1.6500       673.89       63199.    
        25200.   0.11565E-02   1.6500       682.52       62399.    
        28800.   0.11697E-02   1.6500       690.32       61694.    
        32400.   0.11822E-02   1.6500       697.66       61045.    
        36000.   0.11938E-02   1.6500       704.51       60452.    
        39600.   0.12046E-02   1.6500       710.91       59907.    
        43200.   0.15777E-02   1.6500       931.07       45742.    
        46800.   0.15799E-02   1.6500       932.39       45677.    
        50400.   0.12052E-02   1.6500       711.27       59877.    
        54000.   0.15652E-02   1.6500       923.71       46106.    
        57600.   0.24765E-02   1.6500       1461.5       29141.    
        61200.   0.51656E-02   1.6500       3048.5       13971.    
        64800.   0.43259E-02   1.6500       2552.9       16682.    
        68400.   0.39494E-02   1.6500       2330.7       18273.    
        72000.   0.29051E-02   1.6500       1714.5       24841.    
        75600.   0.20817E-02   1.6500       1228.5       34667.    
        79200.   0.42146E-02   1.6500       2487.3       17123.    
        82800.   0.41582E-02   1.6500       2454.0       17355.    
        86400.   0.41964E-02   1.6500       2476.5       17197.    
        90000.   0.60571E-02   1.6500       3574.6       11914.    
        93600.   0.10420E-01   1.6500       6149.1       6926.0    
        97200.   0.71992E-02   1.6500       4248.6       10024.    
       100800.   0.28002E-02   1.6500       1652.5       25772.    
       104400.   0.13615E-02   1.6500       803.51       53003.    
       108000.   0.12054E-02   1.6500       711.38       59868.    
       111600.   0.54194E-03   1.6500       319.83      0.13316E+06
       115200.   0.62273E-04   1.6500       36.751      0.11589E+07
       118800.  -0.20960E-03   1.6500       123.70      0.34430E+06
       122400.   0.25906E-03   1.6500       152.88      0.27857E+06
       126000.  -0.18383E-03   1.6500       108.49      0.39257E+06
       129600.   0.13520E-02   1.6500       797.85       53379.    
       133200.   0.51764E-03   1.6500       305.48      0.13941E+06
       136800.   0.36270E-03   1.6500       214.05      0.19897E+06
       140400.  -0.11298E-03   1.6500       66.672      0.63878E+06
       144000.  -0.32297E-04   1.6500       19.060      0.22345E+07
       147600.   0.63028E-04   1.6500       37.196      0.11450E+07
       151200.   0.14900E-03   1.6500       87.930      0.48435E+06
       154800.   0.22778E-03   1.6500       134.42      0.31682E+06
       158400.   0.66331E-03   1.6500       391.45      0.10880E+06
       162000.   0.21731E-02   1.6500       1282.5       33208.    
       165600.   0.18241E-02   1.6500       1076.5       39562.    
       169200.   0.51962E-03   1.6500       306.66      0.13888E+06
       172800.   0.35082E-03   1.6500       207.04      0.20570E+06
