   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
         3600.  -0.10324E-02   1.6500       609.24       69904.    
         7200.  -0.61468E-03   1.6500       362.75      0.11740E+06
        10800.  -0.61595E-03   1.6500       363.50      0.11716E+06
        14400.  -0.63672E-03   1.6500       375.76      0.11334E+06
        18000.  -0.65676E-03   1.6500       387.59      0.10988E+06
        21600.  -0.67536E-03   1.6500       398.56      0.10686E+06
        25200.  -0.69265E-03   1.6500       408.77      0.10419E+06
        28800.  -0.70862E-03   1.6500       418.19      0.10184E+06
        32400.  -0.72368E-03   1.6500       427.08       99721.    
        36000.  -0.73776E-03   1.6500       435.39       97818.    
        39600.  -0.75093E-03   1.6500       443.16       96102.    
        43200.  -0.11807E-02   1.6500       696.79       61121.    
        46800.  -0.11910E-02   1.6500       702.85       60594.    
        50400.  -0.76362E-03   1.6500       450.65       94505.    
        54000.  -0.11723E-02   1.6500       691.82       61560.    
        57600.  -0.22255E-02   1.6500       1313.4       32427.    
        61200.  -0.53410E-02   1.6500       3152.0       13512.    
        64800.  -0.44363E-02   1.6500       2618.1       16267.    
        68400.  -0.40152E-02   1.6500       2369.5       17973.    
        72000.  -0.28101E-02   1.6500       1658.4       25681.    
        75600.  -0.18394E-02   1.6500       1085.5       39234.    
        79200.  -0.42664E-02   1.6500       2517.8       16915.    
        82800.  -0.42291E-02   1.6500       2495.8       17064.    
        86400.  -0.42848E-02   1.6500       2528.7       16842.    
        90000.  -0.64313E-02   1.6500       3795.4       11221.    
        93600.  -0.11490E-01   1.6500       6780.6       6280.9    
        97200.  -0.78837E-02   1.6500       4652.5       9153.8    
       100800.  -0.28032E-02   1.6500       1654.3       25744.    
       104400.  -0.10494E-02   1.6500       619.29       68770.    
       108000.  -0.79307E-03   1.6500       468.03       90995.    
       111600.   0.10367E-04   1.6500       6.1182      0.69609E+07
       115200.   0.59444E-03   1.6500       350.81      0.12140E+06
       118800.   0.93215E-03   1.6500       550.11       77419.    
       122400.   0.40971E-03   1.6500       241.79      0.17614E+06
       126000.   0.91807E-03   1.6500       541.80       78606.    
       129600.  -0.84201E-03   1.6500       496.91       85707.    
       133200.   0.91416E-04   1.6500       53.949      0.78942E+06
       136800.   0.27274E-03   1.6500       160.96      0.26459E+06
       140400.   0.82486E-03   1.6500       486.79       87488.    
       144000.   0.74295E-03   1.6500       438.45       97135.    
       147600.   0.63637E-03   1.6500       375.55      0.11340E+06
       151200.   0.53624E-03   1.6500       316.46      0.13458E+06
       154800.   0.44268E-03   1.6500       261.25      0.16302E+06
       158400.  -0.61968E-04   1.6500       36.571      0.11646E+07
       162000.  -0.18106E-02   1.6500       1068.5       39858.    
       165600.  -0.14439E-02   1.6500       852.14       49978.    
       169200.   0.47144E-04   1.6500       27.822      0.15308E+07
       172800.   0.26232E-03   1.6500       154.81      0.27510E+06
