TOTIM (T)      HCON          HMAT      QDIR      QWELL        QMAT       QCADS      QTUB1      QTUB2      QTUB3      QTUB4      QTUB5      QTUB6       NSTOR        QFIX        QLH     FHLQ (LQ)        CAUCHY   CAUCHY (LQ)
     3600.   12.36574472   12.9026   0.000       0.000      0.4697E-03   0.000    -0.4697E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
     7200.   12.35219426   12.9015   0.000       0.000      0.4806E-03   0.000    -0.4806E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    10800.   12.34966350   12.9003   0.000       0.000      0.4818E-03   0.000    -0.4818E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    14400.   12.34850085   12.8991   0.000       0.000      0.4818E-03   0.000    -0.4818E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    18000.   12.34777293   12.8980   0.000       0.000      0.4815E-03   0.000    -0.4815E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    21600.   12.34723391   12.8970   0.000       0.000      0.4810E-03   0.000    -0.4810E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    25200.   12.34678101   12.8960   0.000       0.000      0.4805E-03   0.000    -0.4805E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    28800.   12.34639404   12.8950   0.000       0.000      0.4800E-03   0.000    -0.4800E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    32400.   12.34601572   12.8941   0.000       0.000      0.4796E-03   0.000    -0.4796E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    36000.   12.34564146   12.8933   0.000       0.000      0.4792E-03   0.000    -0.4792E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    39600.   12.34526969   12.8925   0.000       0.000      0.4788E-03   0.000    -0.4788E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    43200.   12.35848681   12.8928   0.000       0.000      0.4676E-03   0.000    -0.4676E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    46800.   12.36067035   12.8933   0.000       0.000      0.4660E-03   0.000    -0.4660E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    50400.   12.34788006   12.8927   0.000       0.000      0.4767E-03   0.000    -0.4767E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    54000.   12.35930310   12.8931   0.000       0.000      0.4670E-03   0.000    -0.4670E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    57600.   12.39495516   12.8964   0.000       0.000      0.4387E-03   0.000    -0.4387E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    61200.   12.50428861   12.9083   0.000       0.000      0.3535E-03   0.000    -0.3535E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    64800.   12.49952994   12.9183   0.000       0.000      0.3664E-03   0.000    -0.3664E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    68400.   12.49854555   12.9273   0.000       0.000      0.3752E-03   0.000    -0.3752E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    72000.   12.46780009   12.9331   0.000       0.000      0.4071E-03   0.000    -0.4071E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    75600.   12.43733083   12.9360   0.000       0.000      0.4364E-03   0.000    -0.4364E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    79200.   12.51411838   12.9452   0.000       0.000      0.3772E-03   0.000    -0.3772E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    82800.   12.52823906   12.9545   0.000       0.000      0.3730E-03   0.000    -0.3730E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    86400.   12.54232842   12.9641   0.000       0.000      0.3690E-03   0.000    -0.3690E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    90000.   12.62374492   12.9795   0.000       0.000      0.3112E-03   0.000    -0.3112E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    93600.   12.81314705   13.0089   0.000       0.000      0.1713E-03   0.000    -0.1713E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    97200.   12.74667441   13.0294   0.000       0.000      0.2474E-03   0.000    -0.2474E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   100800.   12.59894126   13.0362   0.000       0.000      0.3826E-03   0.000    -0.3826E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   104400.   12.52931626   13.0374   0.000       0.000      0.4446E-03   0.000    -0.4446E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   108000.   12.50736807   13.0370   0.000       0.000      0.4635E-03   0.000    -0.4635E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   111600.   12.47369575   13.0340   0.000       0.000      0.4903E-03   0.000    -0.4903E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   115200.   12.44621109   13.0291   0.000       0.000      0.5100E-03   0.000    -0.5100E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   118800.   12.42632604   13.0230   0.000       0.000      0.5221E-03   0.000    -0.5221E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   122400.   12.43497574   13.0181   0.000       0.000      0.5102E-03   0.000    -0.5102E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   126000.   12.41493326   13.0118   0.000       0.000      0.5223E-03   0.000    -0.5223E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
