TOTIM (T)      HCON          HMAT      QDIR      QWELL        QMAT       QCADS      QTUB1      QTUB2      QTUB3      QTUB4      QTUB5      QTUB6       NSTOR        QFIX        QLH     FHLQ (LQ)        CAUCHY   CAUCHY (LQ)
     3600.   12.36574512   12.8752   0.000       0.000      0.4458E-03   0.000    -0.4458E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
     7200.   12.35219465   12.8741   0.000       0.000      0.4566E-03   0.000    -0.4566E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    10800.   12.34966388   12.8729   0.000       0.000      0.4578E-03   0.000    -0.4578E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    14400.   12.34850123   12.8717   0.000       0.000      0.4578E-03   0.000    -0.4578E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    18000.   12.34777331   12.8706   0.000       0.000      0.4575E-03   0.000    -0.4575E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    21600.   12.34723429   12.8696   0.000       0.000      0.4571E-03   0.000    -0.4571E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    25200.   12.34678140   12.8686   0.000       0.000      0.4566E-03   0.000    -0.4566E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    28800.   12.34639443   12.8676   0.000       0.000      0.4561E-03   0.000    -0.4561E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    32400.   12.34601611   12.8667   0.000       0.000      0.4556E-03   0.000    -0.4556E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    36000.   12.34564185   12.8659   0.000       0.000      0.4552E-03   0.000    -0.4552E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    39600.   12.34527009   12.8651   0.000       0.000      0.4549E-03   0.000    -0.4549E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    43200.   12.35848723   12.8655   0.000       0.000      0.4436E-03   0.000    -0.4436E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    46800.   12.36067077   12.8659   0.000       0.000      0.4421E-03   0.000    -0.4421E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    50400.   12.34788045   12.8653   0.000       0.000      0.4527E-03   0.000    -0.4527E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    54000.   12.35930352   12.8657   0.000       0.000      0.4431E-03   0.000    -0.4431E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    57600.   12.39495564   12.8690   0.000       0.000      0.4148E-03   0.000    -0.4148E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    61200.   12.50430052   12.8809   0.000       0.000      0.3295E-03   0.000    -0.3295E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    64800.   12.49953832   12.8909   0.000       0.000      0.3425E-03   0.000    -0.3425E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    68400.   12.49855281   12.9000   0.000       0.000      0.3512E-03   0.000    -0.3512E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    72000.   12.46780527   12.9057   0.000       0.000      0.3832E-03   0.000    -0.3832E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    75600.   12.43733490   12.9087   0.000       0.000      0.4124E-03   0.000    -0.4124E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    79200.   12.51412730   12.9179   0.000       0.000      0.3533E-03   0.000    -0.3533E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    82800.   12.52824729   12.9271   0.000       0.000      0.3490E-03   0.000    -0.3490E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
    86400.   12.54233650   12.9367   0.000       0.000      0.3450E-03   0.000    -0.3450E-03  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
