   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
        86400.   0.26402E-02  0.62713       4099.5       2925.5    
       103680.   0.21431E-02  0.62713       3327.6       3604.0    
       120960.   0.21144E-02  0.62713       3283.1       3652.9    
       138240.   0.20879E-02  0.62713       3241.9       3699.4    
       155520.   0.20610E-02  0.62713       3200.2       3747.6    
       172800.   0.20342E-02  0.62713       3158.5       3797.1    
       190080.   0.20256E-02  0.62713       3145.2       3813.1    
       207360.   0.20092E-02  0.62713       3119.7       3844.2    
       224640.   0.19929E-02  0.62713       3094.3       3875.8    
       241920.   0.19766E-02  0.62713       3069.1       3907.6    
       259200.   0.19605E-02  0.62713       3044.1       3939.8    
       276480.   0.19495E-02  0.62713       3026.9       3962.1    
       293760.   0.19364E-02  0.62713       3006.7       3988.7    
       311040.   0.19235E-02  0.62713       2986.6       4015.5    
       328320.   0.19107E-02  0.62713       2966.8       4042.4    
       345600.   0.18981E-02  0.62713       2947.2       4069.2    
       362880.   0.19087E-02  0.62713       2963.6       4046.8    
       380160.   0.19092E-02  0.62713       2964.5       4045.5    
       397440.   0.19098E-02  0.62713       2965.3       4044.4    
       414720.   0.19102E-02  0.62713       2966.0       4043.4    
       432000.   0.19107E-02  0.62713       2966.8       4042.4    
       449280.   0.19287E-02  0.62713       2994.7       4004.7    
       466560.   0.19390E-02  0.62713       3010.7       3983.4    
       483840.   0.19492E-02  0.62713       3026.5       3962.7    
       501120.   0.19592E-02  0.62713       3042.1       3942.4    
       518400.   0.19691E-02  0.62713       3057.5       3922.5    
       535680.   0.19654E-02  0.62713       3051.7       3929.9    
       552960.   0.19675E-02  0.62713       3055.0       3925.7    
       570240.   0.19697E-02  0.62713       3058.4       3921.4    
       587520.   0.19719E-02  0.62713       3061.7       3917.0    
       604800.   0.19740E-02  0.62713       3065.1       3912.7    
       622080.   0.19810E-02  0.62713       3075.9       3899.0    
       639360.   0.19859E-02  0.62713       3083.5       3889.4    
       656640.   0.19907E-02  0.62713       3090.9       3880.1    
       673920.   0.19954E-02  0.62713       3098.3       3870.8    
       691200.   0.20001E-02  0.62713       3105.6       3861.7    
       708480.   0.20518E-02  0.62713       3185.9       3764.4    
       725760.   0.20829E-02  0.62713       3234.1       3708.3    
       743040.   0.21134E-02  0.62713       3281.5       3654.8    
       760320.   0.21435E-02  0.62713       3328.3       3603.4    
       777600.   0.21733E-02  0.62713       3374.5       3554.0    
       794880.   0.22447E-02  0.62713       3485.3       3441.0    
       812160.   0.22974E-02  0.62713       3567.2       3362.0    
       829440.   0.23494E-02  0.62713       3648.0       3287.6    
       846720.   0.24008E-02  0.62713       3727.8       3217.2    
       864000.   0.24516E-02  0.62713       3806.7       3150.5    
       881280.   0.24649E-02  0.62713       3827.2       3133.6    
       898560.   0.24936E-02  0.62713       3871.8       3097.5    
       915840.   0.25221E-02  0.62713       3916.1       3062.4    
       933120.   0.25504E-02  0.62713       3960.0       3028.5    
       950400.   0.25783E-02  0.62713       4003.3       2995.8    
       967680.   0.26548E-02  0.62713       4122.1       2909.4    
       984960.   0.27098E-02  0.62713       4207.5       2850.4    
      1002240.   0.27640E-02  0.62713       4291.6       2794.5    
      1019520.   0.28175E-02  0.62713       4374.7       2741.4    
      1036800.   0.28703E-02  0.62713       4456.8       2690.9    
      1054080.   0.29929E-02  0.62713       4647.1       2580.8    
      1071360.   0.30845E-02  0.62713       4789.4       2504.1    
      1088640.   0.31748E-02  0.62713       4929.6       2432.8    
      1105920.   0.32641E-02  0.62713       5068.1       2366.4    
      1123200.   0.33522E-02  0.62713       5205.0       2304.1    
      1140480.   0.33117E-02  0.62713       5142.0       2332.3    
      1157760.   0.33244E-02  0.62713       5161.8       2323.4    
      1175040.   0.33374E-02  0.62713       5182.0       2314.3    
      1192320.   0.33502E-02  0.62713       5201.9       2305.5    
      1209600.   0.33628E-02  0.62713       5221.5       2296.8    
      1226880.   0.33282E-02  0.62713       5167.7       2320.7    
      1244160.   0.33133E-02  0.62713       5144.5       2331.2    
      1261440.   0.32986E-02  0.62713       5121.8       2341.5    
      1278720.   0.32841E-02  0.62713       5099.2       2351.9    
      1296000.   0.32696E-02  0.62713       5076.7       2362.3    
      1313280.   0.32402E-02  0.62713       5031.1       2383.7    
      1330560.   0.32173E-02  0.62713       4995.6       2400.7    
      1347840.   0.31947E-02  0.62713       4960.4       2417.7    
      1365120.   0.31722E-02  0.62713       4925.5       2434.9    
      1382400.   0.31499E-02  0.62713       4890.9       2452.1    
      1399680.   0.31183E-02  0.62713       4841.8       2477.0    
      1416960.   0.30909E-02  0.62713       4799.3       2498.9    
      1434240.   0.30639E-02  0.62713       4757.3       2520.9    
      1451520.   0.30371E-02  0.62713       4715.8       2543.2    
      1468800.   0.30106E-02  0.62713       4674.6       2565.6    
      1486080.   0.29770E-02  0.62713       4622.4       2594.5    
      1503360.   0.29468E-02  0.62713       4575.5       2621.1    
      1520640.   0.29170E-02  0.62713       4529.2       2647.9    
      1537920.   0.28875E-02  0.62713       4483.4       2675.0    
      1555200.   0.28583E-02  0.62713       4438.1       2702.3    
      1572480.   0.28245E-02  0.62713       4385.7       2734.6    
      1589760.   0.27932E-02  0.62713       4337.0       2765.3    
      1607040.   0.27623E-02  0.62713       4289.0       2796.2    
      1624320.   0.27317E-02  0.62713       4241.5       2827.5    
      1641600.   0.27015E-02  0.62713       4194.6       2859.1    
      1658880.   0.26704E-02  0.62713       4146.4       2892.4    
      1676160.   0.26403E-02  0.62713       4099.6       2925.4    
      1693440.   0.26105E-02  0.62713       4053.4       2958.8    
      1710720.   0.25811E-02  0.62713       4007.7       2992.5    
      1728000.   0.25521E-02  0.62713       3962.6       3026.5    
      1745280.   0.25245E-02  0.62713       3919.8       3059.6    
      1762560.   0.24968E-02  0.62713       3876.8       3093.5    
      1779840.   0.24694E-02  0.62713       3834.3       3127.8    
      1797120.   0.24425E-02  0.62713       3792.4       3162.3    
      1814400.   0.24158E-02  0.62713       3751.1       3197.2    
      1831680.   0.23870E-02  0.62713       3706.3       3235.8    
      1848960.   0.23596E-02  0.62713       3663.8       3273.3    
      1866240.   0.23327E-02  0.62713       3621.9       3311.2    
      1883520.   0.23060E-02  0.62713       3580.6       3349.4    
      1900800.   0.22797E-02  0.62713       3539.8       3388.0    
      1918080.   0.22520E-02  0.62713       3496.7       3429.8    
      1935360.   0.22254E-02  0.62713       3455.4       3470.8    
      1952640.   0.21992E-02  0.62713       3414.7       3512.2    
      1969920.   0.21733E-02  0.62713       3374.5       3554.0    
      1987200.   0.21478E-02  0.62713       3334.9       3596.2    
      2004480.   0.21235E-02  0.62713       3297.2       3637.3    
      2021760.   0.20992E-02  0.62713       3259.4       3679.5    
      2039040.   0.20752E-02  0.62713       3222.1       3722.0    
      2056320.   0.20515E-02  0.62713       3185.4       3765.0    
      2073600.   0.20282E-02  0.62713       3149.2       3808.3    
      2090880.   0.20032E-02  0.62713       3110.4       3855.8    
      2108160.   0.19794E-02  0.62713       3073.5       3902.1    
      2125440.   0.19560E-02  0.62713       3037.0       3948.9    
      2142720.   0.19329E-02  0.62713       3001.2       3996.1    
      2160000.   0.19101E-02  0.62713       2965.8       4043.8    
      2177280.   0.18862E-02  0.62713       2928.7       4095.0    
      2194560.   0.18633E-02  0.62713       2893.1       4145.4    
      2211840.   0.18407E-02  0.62713       2858.0       4196.3    
      2229120.   0.18184E-02  0.62713       2823.4       4247.7    
      2246400.   0.17964E-02  0.62713       2789.3       4299.6    
      2263680.   0.17733E-02  0.62713       2753.5       4355.6    
      2280960.   0.17512E-02  0.62713       2719.1       4410.7    
      2298240.   0.17294E-02  0.62713       2685.2       4466.3    
      2315520.   0.17079E-02  0.62713       2651.8       4522.6    
      2332800.   0.16866E-02  0.62713       2618.9       4579.4    
      2350080.   0.16648E-02  0.62713       2585.0       4639.5    
      2367360.   0.16437E-02  0.62713       2552.1       4699.2    
      2384640.   0.16228E-02  0.62713       2519.8       4759.5    
      2401920.   0.16023E-02  0.62713       2487.9       4820.5    
      2419200.   0.15821E-02  0.62713       2456.5       4882.1    
      2436480.   0.15700E-02  0.62713       2437.8       4919.6    
      2453760.   0.15548E-02  0.62713       2414.1       4967.9    
      2471040.   0.15397E-02  0.62713       2390.7       5016.5    
      2488320.   0.15248E-02  0.62713       2367.6       5065.4    
      2505600.   0.15102E-02  0.62713       2344.9       5114.5    
      2522880.   0.14955E-02  0.62713       2322.0       5164.8    
      2540160.   0.14811E-02  0.62713       2299.7       5215.0    
      2557440.   0.14669E-02  0.62713       2277.7       5265.3    
      2574720.   0.14530E-02  0.62713       2256.1       5315.8    
      2592000.   0.14393E-02  0.62713       2234.8       5366.6    
      2609280.   0.14567E-02  0.62713       2261.9       5302.2    
      2626560.   0.14606E-02  0.62713       2268.0       5288.0    
      2643840.   0.14644E-02  0.62713       2273.8       5274.3    
      2661120.   0.14682E-02  0.62713       2279.7       5260.9    
      2678400.   0.14719E-02  0.62713       2285.4       5247.5    
      2695680.   0.15611E-02  0.62713       2423.9       4947.8    
      2712960.   0.16123E-02  0.62713       2503.4       4790.6    
      2730240.   0.16627E-02  0.62713       2581.6       4645.5    
      2747520.   0.17125E-02  0.62713       2658.9       4510.4    
      2764800.   0.17617E-02  0.62713       2735.4       4384.3    
      2782080.   0.19320E-02  0.62713       2999.8       3998.0    
      2799360.   0.20481E-02  0.62713       3180.1       3771.2    
      2816640.   0.21627E-02  0.62713       3358.0       3571.4    
      2833920.   0.22760E-02  0.62713       3534.0       3393.6    
