   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
        86400.   0.13857E-01  0.62713       21515.       557.29    
       103680.   0.13157E-01  0.62713       20429.       586.94    
       120960.   0.12915E-01  0.62713       20053.       597.93    
       138240.   0.12691E-01  0.62713       19705.       608.50    
       155520.   0.12473E-01  0.62713       19366.       619.13    
       172800.   0.12260E-01  0.62713       19037.       629.86    
       190080.   0.12143E-01  0.62713       18854.       635.96    
       207360.   0.12021E-01  0.62713       18665.       642.41    
       224640.   0.11901E-01  0.62713       18479.       648.87    
       241920.   0.11784E-01  0.62713       18296.       655.34    
       259200.   0.11669E-01  0.62713       18118.       661.80    
       276480.   0.11580E-01  0.62713       17981.       666.85    
       293760.   0.11491E-01  0.62713       17843.       672.00    
       311040.   0.11404E-01  0.62713       17707.       677.14    
       328320.   0.11319E-01  0.62713       17574.       682.26    
       345600.   0.11234E-01  0.62713       17444.       687.37    
       362880.   0.11265E-01  0.62713       17491.       685.51    
       380160.   0.11285E-01  0.62713       17523.       684.28    
       397440.   0.11304E-01  0.62713       17551.       683.16    
       414720.   0.11321E-01  0.62713       17579.       682.10    
       432000.   0.11338E-01  0.62713       17604.       681.10    
       449280.   0.11440E-01  0.62713       17763.       675.03    
       466560.   0.11532E-01  0.62713       17906.       669.64    
       483840.   0.11621E-01  0.62713       18044.       664.50    
       501120.   0.11708E-01  0.62713       18179.       659.57    
       518400.   0.11793E-01  0.62713       18310.       654.84    
       535680.   0.11809E-01  0.62713       18335.       653.95    
       552960.   0.11830E-01  0.62713       18368.       652.79    
       570240.   0.11850E-01  0.62713       18400.       651.64    
       587520.   0.11871E-01  0.62713       18432.       650.51    
       604800.   0.11891E-01  0.62713       18463.       649.41    
       622080.   0.11935E-01  0.62713       18531.       647.05    
       639360.   0.11975E-01  0.62713       18594.       644.86    
       656640.   0.12015E-01  0.62713       18655.       642.74    
       673920.   0.12053E-01  0.62713       18715.       640.67    
       691200.   0.12091E-01  0.62713       18774.       638.67    
       708480.   0.12359E-01  0.62713       19190.       624.81    
       725760.   0.12603E-01  0.62713       19569.       612.74    
       743040.   0.12840E-01  0.62713       19936.       601.44    
       760320.   0.13071E-01  0.62713       20295.       590.80    
       777600.   0.13297E-01  0.62713       20646.       580.77    
       794880.   0.13724E-01  0.62713       21309.       562.69    
       812160.   0.14126E-01  0.62713       21933.       546.69    
       829440.   0.14518E-01  0.62713       22541.       531.93    
       846720.   0.14901E-01  0.62713       23137.       518.24    
       864000.   0.15276E-01  0.62713       23720.       505.50    
       881280.   0.15462E-01  0.62713       24008.       499.44    
       898560.   0.15658E-01  0.62713       24312.       493.18    
       915840.   0.15852E-01  0.62713       24613.       487.15    
       933120.   0.16043E-01  0.62713       24910.       481.35    
       950400.   0.16231E-01  0.62713       25202.       475.78    
       967680.   0.16657E-01  0.62713       25863.       463.60    
       984960.   0.17057E-01  0.62713       26484.       452.74    
      1002240.   0.17447E-01  0.62713       27090.       442.61    
      1019520.   0.17830E-01  0.62713       27684.       433.11    
      1036800.   0.18205E-01  0.62713       28267.       424.19    
      1054080.   0.18920E-01  0.62713       29377.       408.16    
      1071360.   0.19595E-01  0.62713       30426.       394.09    
      1088640.   0.20255E-01  0.62713       31450.       381.25    
      1105920.   0.20902E-01  0.62713       32454.       369.45    
      1123200.   0.21536E-01  0.62713       33438.       358.58    
      1140480.   0.21527E-01  0.62713       33425.       358.73    
      1157760.   0.21562E-01  0.62713       33479.       358.14    
      1175040.   0.21602E-01  0.62713       33541.       357.48    
      1192320.   0.21643E-01  0.62713       33606.       356.79    
      1209600.   0.21687E-01  0.62713       33673.       356.08    
      1226880.   0.21498E-01  0.62713       33380.       359.21    
      1244160.   0.21331E-01  0.62713       33120.       362.02    
      1261440.   0.21170E-01  0.62713       32871.       364.78    
      1278720.   0.21014E-01  0.62713       32629.       367.48    
      1296000.   0.20863E-01  0.62713       32394.       370.14    
      1313280.   0.20642E-01  0.62713       32051.       374.10    
      1330560.   0.20432E-01  0.62713       31725.       377.94    
      1347840.   0.20228E-01  0.62713       31408.       381.76    
      1365120.   0.20029E-01  0.62713       31098.       385.56    
      1382400.   0.19834E-01  0.62713       30797.       389.34    
      1399680.   0.19597E-01  0.62713       30429.       394.04    
      1416960.   0.19369E-01  0.62713       30075.       398.69    
      1434240.   0.19146E-01  0.62713       29729.       403.32    
      1451520.   0.18929E-01  0.62713       29391.       407.96    
      1468800.   0.18716E-01  0.62713       29060.       412.61    
      1486080.   0.18471E-01  0.62713       28680.       418.08    
      1503360.   0.18234E-01  0.62713       28312.       423.51    
      1520640.   0.18002E-01  0.62713       27952.       428.97    
      1537920.   0.17775E-01  0.62713       27599.       434.44    
      1555200.   0.17553E-01  0.62713       27254.       439.94    
      1572480.   0.17311E-01  0.62713       26878.       446.10    
      1589760.   0.17075E-01  0.62713       26513.       452.25    
      1607040.   0.16845E-01  0.62713       26155.       458.43    
      1624320.   0.16619E-01  0.62713       25804.       464.66    
      1641600.   0.16398E-01  0.62713       25461.       470.94    
      1658880.   0.16175E-01  0.62713       25114.       477.43    
      1676160.   0.15956E-01  0.62713       24776.       483.96    
      1693440.   0.15743E-01  0.62713       24444.       490.53    
      1710720.   0.15533E-01  0.62713       24118.       497.16    
      1728000.   0.15327E-01  0.62713       23798.       503.83    
      1745280.   0.15131E-01  0.62713       23493.       510.37    
      1762560.   0.14937E-01  0.62713       23193.       516.98    
      1779840.   0.14748E-01  0.62713       22899.       523.63    
      1797120.   0.14561E-01  0.62713       22610.       530.32    
      1814400.   0.14379E-01  0.62713       22326.       537.06    
      1831680.   0.14187E-01  0.62713       22028.       544.32    
      1848960.   0.14000E-01  0.62713       21737.       551.61    
      1866240.   0.13816E-01  0.62713       21452.       558.95    
      1883520.   0.13635E-01  0.62713       21172.       566.34    
      1900800.   0.13458E-01  0.62713       20897.       573.79    
      1918080.   0.13275E-01  0.62713       20613.       581.70    
      1935360.   0.13097E-01  0.62713       20335.       589.64    
      1952640.   0.12921E-01  0.62713       20063.       597.65    
      1969920.   0.12749E-01  0.62713       19795.       605.72    
      1987200.   0.12580E-01  0.62713       19533.       613.86    
      2004480.   0.12418E-01  0.62713       19281.       621.86    
      2021760.   0.12259E-01  0.62713       19034.       629.94    
      2039040.   0.12102E-01  0.62713       18791.       638.08    
      2056320.   0.11949E-01  0.62713       18553.       646.29    
      2073600.   0.11798E-01  0.62713       18318.       654.56    
      2090880.   0.11640E-01  0.62713       18073.       663.45    
      2108160.   0.11485E-01  0.62713       17833.       672.37    
      2125440.   0.11333E-01  0.62713       17598.       681.36    
      2142720.   0.11185E-01  0.62713       17366.       690.43    
      2160000.   0.11038E-01  0.62713       17139.       699.58    
      2177280.   0.10888E-01  0.62713       16906.       709.25    
      2194560.   0.10741E-01  0.62713       16677.       718.98    
