   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
        86400.  -0.73098E-02  0.62713       11350.       1056.5    
       103680.  -0.67440E-02  0.62713       10471.       1145.1    
       120960.  -0.66402E-02  0.62713       10310.       1163.0    
       138240.  -0.65441E-02  0.62713       10161.       1180.1    
       155520.  -0.64495E-02  0.62713       10014.       1197.4    
       172800.  -0.63563E-02  0.62713       9869.5       1214.9    
       190080.  -0.63073E-02  0.62713       9793.4       1224.4    
       207360.  -0.62515E-02  0.62713       9706.7       1235.3    
       224640.  -0.61963E-02  0.62713       9621.0       1246.3    
       241920.  -0.61418E-02  0.62713       9536.5       1257.4    
       259200.  -0.60882E-02  0.62713       9453.1       1268.5    
       276480.  -0.60468E-02  0.62713       9389.0       1277.1    
       293760.  -0.60041E-02  0.62713       9322.5       1286.2    
       311040.  -0.59618E-02  0.62713       9257.0       1295.3    
       328320.  -0.59202E-02  0.62713       9192.4       1304.4    
       345600.  -0.58792E-02  0.62713       9128.7       1313.5    
       362880.  -0.58927E-02  0.62713       9149.7       1310.5    
       380160.  -0.58965E-02  0.62713       9155.5       1309.7    
       397440.  -0.58998E-02  0.62713       9160.7       1309.0    
       414720.  -0.59029E-02  0.62713       9165.5       1308.3    
       432000.  -0.59060E-02  0.62713       9170.2       1307.6    
       449280.  -0.59500E-02  0.62713       9238.5       1297.9    
       466560.  -0.59860E-02  0.62713       9294.5       1290.1    
       483840.  -0.60212E-02  0.62713       9349.2       1282.6    
       501120.  -0.60559E-02  0.62713       9403.1       1275.2    
       518400.  -0.60901E-02  0.62713       9456.1       1268.1    
       535680.  -0.60920E-02  0.62713       9459.1       1267.7    
       552960.  -0.60996E-02  0.62713       9470.8       1266.1    
       570240.  -0.61073E-02  0.62713       9482.8       1264.5    
       587520.  -0.61150E-02  0.62713       9494.8       1262.9    
       604800.  -0.61227E-02  0.62713       9506.8       1261.3    
       622080.  -0.61417E-02  0.62713       9536.2       1257.4    
       639360.  -0.61584E-02  0.62713       9562.2       1254.0    
       656640.  -0.61749E-02  0.62713       9587.7       1250.6    
       673920.  -0.61911E-02  0.62713       9613.0       1247.4    
       691200.  -0.62071E-02  0.62713       9637.9       1244.1    
       708480.  -0.63332E-02  0.62713       9833.7       1219.4    
       725760.  -0.64380E-02  0.62713       9996.4       1199.5    
       743040.  -0.65407E-02  0.62713       10156.       1180.7    
       760320.  -0.66416E-02  0.62713       10313.       1162.7    
       777600.  -0.67411E-02  0.62713       10467.       1145.6    
       794880.  -0.69374E-02  0.62713       10772.       1113.2    
       812160.  -0.71138E-02  0.62713       11046.       1085.6    
       829440.  -0.72871E-02  0.62713       11315.       1059.8    
       846720.  -0.74579E-02  0.62713       11580.       1035.5    
       864000.  -0.76263E-02  0.62713       11841.       1012.6    
       881280.  -0.77057E-02  0.62713       11965.       1002.2    
       898560.  -0.77988E-02  0.62713       12109.       990.22    
       915840.  -0.78914E-02  0.62713       12253.       978.61    
