TOTIM (T)      HCON          HMAT      QDIR      QWELL        QMAT       QCADS      QTUB1      QTUB2      QTUB3      QTUB4      QTUB5      QTUB6       NSTOR        QFIX        QLH     FHLQ (LQ)        CAUCHY   CAUCHY (LQ)
    86400.   42.65643590   12.8690  0.2478E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   103680.   42.65643590   12.8928  0.1228E-06   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   120960.   42.65643590   12.8478  0.1228E-06   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   138240.   42.65643590   12.7908  0.1228E-06   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   155520.   42.65643590   12.7313  0.1228E-06   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   172800.   42.65643590   12.6718  0.1228E-06   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   190080.   42.65643590   12.6360  0.8350E-05   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   207360.   42.65643590   12.6028  0.8350E-05   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   224640.   42.65643590   12.5708  0.8350E-05   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   241920.   42.65643590   12.5398  0.8350E-05   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   259200.   42.65643590   12.5095  0.8350E-05   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   276480.   42.65643590   12.4862  0.1058E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   293760.   42.65643590   12.4641  0.1058E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   311040.   42.65643590   12.4427  0.1058E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   328320.   42.65643590   12.4218  0.1058E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   345600.   42.65643590   12.4015  0.1058E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   362880.   42.65643590   12.4101  0.2097E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   380160.   42.65643590   12.4209  0.2097E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   397440.   42.65643590   12.4317  0.2097E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   414720.   42.65643590   12.4419  0.2097E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   432000.   42.65643590   12.4517  0.2097E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   449280.   42.65643590   12.4826  0.2887E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   466560.   42.65643590   12.5143  0.2887E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   483840.   42.65643590   12.5450  0.2887E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   501120.   42.65643590   12.5747  0.2887E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   518400.   42.65643590   12.6031  0.2887E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   535680.   42.65643590   12.6137  0.2275E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   552960.   42.65643590   12.6221  0.2275E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   570240.   42.65643590   12.6298  0.2275E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   587520.   42.65643590   12.6371  0.2275E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   604800.   42.65643590   12.6441  0.2275E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   622080.   42.65643590   12.6567  0.2492E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   639360.   42.65643590   12.6694  0.2492E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   656640.   42.65643590   12.6818  0.2492E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   673920.   42.65643590   12.6938  0.2492E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   691200.   42.65643590   12.7053  0.2492E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   708480.   42.65643590   12.7749  0.4617E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   725760.   42.65643590   12.8475  0.4617E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   743040.   42.65643590   12.9188  0.4617E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   760320.   42.65643590   12.9878  0.4617E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   777600.   42.65643590   13.0545  0.4617E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   794880.   42.65643590   13.1713  0.6514E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   812160.   42.65643590   13.2890  0.6514E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   829440.   42.65643590   13.4036  0.6514E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   846720.   42.65643590   13.5146  0.6514E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   864000.   42.65643590   13.6220  0.6514E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   881280.   42.65643590   13.6794  0.4836E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   898560.   42.65643590   13.7310  0.4836E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   915840.   42.65643590   13.7803  0.4836E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   933120.   42.65643590   13.8282  0.4836E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   950400.   42.65643590   13.8747  0.4836E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   967680.   42.65643590   13.9818  0.7058E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   984960.   42.65643590   14.0911  0.7058E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1002240.   42.65643590   14.1982  0.7058E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1019520.   42.65643590   14.3023  0.7058E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1036800.   42.65643590   14.4035  0.7058E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1054080.   42.65643590   14.5911  0.1026E-03   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1071360.   42.65643590   14.7806  0.1026E-03   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1088640.   42.65643590   14.9656  0.1026E-03   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1105920.   42.65643590   15.1452  0.1026E-03   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1123200.   42.65643590   15.3196  0.1026E-03   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1140480.   42.65643590   15.3256  0.4429E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1157760.   42.65643590   15.3187  0.4429E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1175040.   42.65643590   15.3108  0.4429E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1192320.   42.65643590   15.3035  0.4429E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1209600.   42.65643590   15.2973  0.4429E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1226880.   42.65643590   15.2323  0.2280E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1244160.   42.65643590   15.1655  0.2280E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1261440.   42.65643590   15.1010  0.2280E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1278720.   42.65643590   15.0395  0.2280E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1296000.   42.65643590   14.9807  0.2280E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1313280.   42.65643590   14.9057  0.1598E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1330560.   42.65643590   14.8322  0.1598E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1347840.   42.65643590   14.7615  0.1598E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1365120.   42.65643590   14.6937  0.1598E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1382400.   42.65643590   14.6285  0.1598E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1399680.   42.65643590   14.5538  0.1165E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1416960.   42.65643590   14.4809  0.1165E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1434240.   42.65643590   14.4104  0.1165E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1451520.   42.65643590   14.3425  0.1165E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1468800.   42.65643590   14.2769  0.1165E-04   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1486080.   42.65643590   14.2042  0.8281E-05   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1503360.   42.65643590   14.1331  0.8281E-05   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1520640.   42.65643590   14.0642  0.8281E-05   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1537920.   42.65643590   13.9975  0.8281E-05   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1555200.   42.65643590   13.9329  0.8281E-05   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1572480.   42.65643590   13.8641  0.6027E-05   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1589760.   42.65643590   13.7969  0.6027E-05   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
  1607040.   42.65643590   13.7316  0.6027E-05   0.000       0.000       0.000      0.000      0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
