   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
        86400.   0.96831E-02  0.62713       15035.       797.49    
       103680.   0.90765E-02  0.62713       14093.       850.79    
       120960.   0.89289E-02  0.62713       13864.       864.86    
       138240.   0.87920E-02  0.62713       13651.       878.32    
       155520.   0.86579E-02  0.62713       13443.       891.93    
       172800.   0.85262E-02  0.62713       13239.       905.71    
       190080.   0.84540E-02  0.62713       13127.       913.44    
       207360.   0.83758E-02  0.62713       13005.       921.97    
       224640.   0.82988E-02  0.62713       12886.       930.53    
       241920.   0.82229E-02  0.62713       12768.       939.11    
       259200.   0.81484E-02  0.62713       12652.       947.70    
       276480.   0.80905E-02  0.62713       12562.       954.48    
       293760.   0.80316E-02  0.62713       12471.       961.48    
       311040.   0.79736E-02  0.62713       12381.       968.47    
       328320.   0.79165E-02  0.62713       12292.       975.46    
       345600.   0.78603E-02  0.62713       12205.       982.43    
       362880.   0.78770E-02  0.62713       12231.       980.35    
       380160.   0.78840E-02  0.62713       12242.       979.48    
       397440.   0.78903E-02  0.62713       12251.       978.69    
       414720.   0.78964E-02  0.62713       12261.       977.95    
       432000.   0.79022E-02  0.62713       12270.       977.23    
       449280.   0.79625E-02  0.62713       12363.       969.82    
       466560.   0.80147E-02  0.62713       12444.       963.51    
       483840.   0.80656E-02  0.62713       12524.       957.42    
       501120.   0.81156E-02  0.62713       12601.       951.53    
       518400.   0.81647E-02  0.62713       12677.       945.81    
       535680.   0.81706E-02  0.62713       12687.       945.12    
       552960.   0.81820E-02  0.62713       12704.       943.81    
       570240.   0.81935E-02  0.62713       12722.       942.48    
       587520.   0.82050E-02  0.62713       12740.       941.16    
       604800.   0.82164E-02  0.62713       12758.       939.86    
       622080.   0.82426E-02  0.62713       12798.       936.86    
       639360.   0.82666E-02  0.62713       12836.       934.15    
       656640.   0.82901E-02  0.62713       12872.       931.50    
       673920.   0.83133E-02  0.62713       12908.       928.90    
       691200.   0.83361E-02  0.62713       12943.       926.36    
       708480.   0.85057E-02  0.62713       13207.       907.89    
       725760.   0.86534E-02  0.62713       13436.       892.39    
       743040.   0.87979E-02  0.62713       13661.       877.74    
       760320.   0.89398E-02  0.62713       13881.       863.81    
       777600.   0.90792E-02  0.62713       14097.       850.54    
       794880.   0.93477E-02  0.62713       14514.       826.11    
       812160.   0.95951E-02  0.62713       14898.       804.81    
       829440.   0.98379E-02  0.62713       15275.       784.95    
       846720.   0.10077E-01  0.62713       15646.       766.35    
       864000.   0.10312E-01  0.62713       16011.       748.88    
       881280.   0.10427E-01  0.62713       16191.       740.58    
       898560.   0.10556E-01  0.62713       16390.       731.57    
       915840.   0.10683E-01  0.62713       16588.       722.85    
       933120.   0.10809E-01  0.62713       16783.       714.44    
       950400.   0.10933E-01  0.62713       16975.       706.34    
       967680.   0.11209E-01  0.62713       17404.       688.96    
       984960.   0.11461E-01  0.62713       17796.       673.77    
      1002240.   0.11709E-01  0.62713       18181.       659.50    
      1019520.   0.11953E-01  0.62713       18560.       646.04    
      1036800.   0.12193E-01  0.62713       18933.       633.32    
      1054080.   0.12650E-01  0.62713       19642.       610.44    
      1071360.   0.13074E-01  0.62713       20300.       590.66    
      1088640.   0.13490E-01  0.62713       20945.       572.46    
      1105920.   0.13899E-01  0.62713       21581.       555.60    
      1123200.   0.14302E-01  0.62713       22206.       539.95    
      1140480.   0.14298E-01  0.62713       22201.       540.09    
      1157760.   0.14340E-01  0.62713       22266.       538.51    
      1175040.   0.14384E-01  0.62713       22335.       536.85    
      1192320.   0.14429E-01  0.62713       22403.       535.20    
      1209600.   0.14473E-01  0.62713       22472.       533.57    
      1226880.   0.14369E-01  0.62713       22311.       537.42    
      1244160.   0.14284E-01  0.62713       22178.       540.63    
      1261440.   0.14201E-01  0.62713       22050.       543.79    
      1278720.   0.14120E-01  0.62713       21924.       546.91    
      1296000.   0.14040E-01  0.62713       21800.       550.02    
      1313280.   0.13915E-01  0.62713       21605.       554.97    
      1330560.   0.13797E-01  0.62713       21422.       559.72    
      1347840.   0.13681E-01  0.62713       21242.       564.45    
      1365120.   0.13567E-01  0.62713       21066.       569.19    
      1382400.   0.13455E-01  0.62713       20892.       573.93    
      1399680.   0.13315E-01  0.62713       20674.       579.97    
      1416960.   0.13180E-01  0.62713       20465.       585.89    
      1434240.   0.13048E-01  0.62713       20260.       591.82    
      1451520.   0.12918E-01  0.62713       20058.       597.78    
      1468800.   0.12790E-01  0.62713       19859.       603.77    
      1486080.   0.12641E-01  0.62713       19627.       610.90    
      1503360.   0.12497E-01  0.62713       19404.       617.95    
      1520640.   0.12355E-01  0.62713       19183.       625.04    
      1537920.   0.12215E-01  0.62713       18967.       632.18    
      1555200.   0.12078E-01  0.62713       18753.       639.37    
      1572480.   0.11927E-01  0.62713       18519.       647.45    
      1589760.   0.11781E-01  0.62713       18292.       655.51    
      1607040.   0.11636E-01  0.62713       18068.       663.63    
      1624320.   0.11495E-01  0.62713       17848.       671.82    
      1641600.   0.11355E-01  0.62713       17631.       680.08    
      1658880.   0.11214E-01  0.62713       17411.       688.65    
      1676160.   0.11075E-01  0.62713       17196.       697.26    
      1693440.   0.10939E-01  0.62713       16985.       705.96    
      1710720.   0.10804E-01  0.62713       16776.       714.73    
      1728000.   0.10672E-01  0.62713       16571.       723.58    
      1745280.   0.10546E-01  0.62713       16374.       732.27    
      1762560.   0.10420E-01  0.62713       16180.       741.06    
