TOTIM (T)      HCON          HMAT      QDIR      QWELL        QMAT       QCADS      QTUB1      QTUB2      QTUB3      QTUB4      QTUB5      QTUB6       NSTOR        QFIX        QLH     FHLQ (LQ)        CAUCHY   CAUCHY (LQ)
    86400.   42.65643590   12.3460   0.000       0.000      0.1916E-03   0.000     0.2315E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.2334E-01   0.000       0.000       0.000       0.000    
   103680.   42.65643590   12.2726   0.000       0.000      0.1856E-03   0.000     0.2129E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.2148E-01   0.000       0.000       0.000       0.000    
   120960.   42.65643590   12.2043   0.000       0.000      0.1800E-03   0.000     0.2085E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.2103E-01   0.000       0.000       0.000       0.000    
   138240.   42.65643590   12.1404   0.000       0.000      0.1748E-03   0.000     0.2044E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.2062E-01   0.000       0.000       0.000       0.000    
   155520.   42.65643590   12.0802   0.000       0.000      0.1699E-03   0.000     0.2005E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.2022E-01   0.000       0.000       0.000       0.000    
   172800.   42.65643590   12.0234   0.000       0.000      0.1653E-03   0.000     0.1966E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.1983E-01   0.000       0.000       0.000       0.000    
   190080.   42.65643590   11.9940   0.000       0.000      0.1629E-03   0.000     0.1947E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.1963E-01   0.000       0.000       0.000       0.000    
   207360.   42.65643590   11.9656   0.000       0.000      0.1605E-03   0.000     0.1925E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.1941E-01   0.000       0.000       0.000       0.000    
   224640.   42.65643590   11.9383   0.000       0.000      0.1583E-03   0.000     0.1904E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.1920E-01   0.000       0.000       0.000       0.000    
   241920.   42.65643590   11.9120   0.000       0.000      0.1562E-03   0.000     0.1884E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.1900E-01   0.000       0.000       0.000       0.000    
   259200.   42.65643590   11.8866   0.000       0.000      0.1541E-03   0.000     0.1864E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.1880E-01   0.000       0.000       0.000       0.000    
   276480.   42.65643590   11.8688   0.000       0.000      0.1526E-03   0.000     0.1849E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.1865E-01   0.000       0.000       0.000       0.000    
   293760.   42.65643590   11.8513   0.000       0.000      0.1512E-03   0.000     0.1835E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.1850E-01   0.000       0.000       0.000       0.000    
   311040.   42.65643590   11.8343   0.000       0.000      0.1498E-03   0.000     0.1820E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.1835E-01   0.000       0.000       0.000       0.000    
   328320.   42.65643590   11.8177   0.000       0.000      0.1485E-03   0.000     0.1805E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.1820E-01   0.000       0.000       0.000       0.000    
   345600.   42.65643590   11.8015   0.000       0.000      0.1471E-03   0.000     0.1791E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.1806E-01   0.000       0.000       0.000       0.000    
   362880.   42.65643590   11.8167   0.000       0.000      0.1484E-03   0.000     0.1800E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.1815E-01   0.000       0.000       0.000       0.000    
   380160.   42.65643590   11.8301   0.000       0.000      0.1495E-03   0.000     0.1805E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.1820E-01   0.000       0.000       0.000       0.000    
   397440.   42.65643590   11.8423   0.000       0.000      0.1505E-03   0.000     0.1810E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.1825E-01   0.000       0.000       0.000       0.000    
   414720.   42.65643590   11.8533   0.000       0.000      0.1514E-03   0.000     0.1815E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.1830E-01   0.000       0.000       0.000       0.000    
   432000.   42.65643590   11.8635   0.000       0.000      0.1522E-03   0.000     0.1819E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.1835E-01   0.000       0.000       0.000       0.000    
   449280.   42.65643590   11.8964   0.000       0.000      0.1549E-03   0.000     0.1841E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.1856E-01   0.000       0.000       0.000       0.000    
   466560.   42.65643590   11.9270   0.000       0.000      0.1574E-03   0.000     0.1859E-01  0.000      0.000      0.000      0.000      0.000       0.000     -0.1875E-01   0.000       0.000       0.000       0.000    
