TOTIM (T)      HCON          HMAT      QDIR      QWELL        QMAT       QCADS      QTUB1      QTUB2      QTUB3      QTUB4      QTUB5      QTUB6       NSTOR        QFIX        QLH     FHLQ (LQ)        CAUCHY   CAUCHY (LQ)
      200.   20.00000015   20.0001   0.000       0.000      0.7024E-02   0.000    -0.7024E-02  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      210.   20.00000039   20.0002   0.000       0.000      0.1404E-01   0.000    -0.1404E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      220.   20.00000039   20.0002   0.000       0.000      0.1404E-01   0.000    -0.1404E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      230.   20.00000039   20.0002   0.000       0.000      0.1404E-01   0.000    -0.1404E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      240.   20.00000039   20.0002   0.000       0.000      0.1404E-01   0.000    -0.1404E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      250.   20.00000039   20.0002   0.000       0.000      0.1404E-01   0.000    -0.1404E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      260.   20.00000039   20.0002   0.000       0.000      0.1404E-01   0.000    -0.1404E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      270.   20.00000039   20.0002   0.000       0.000      0.1404E-01   0.000    -0.1404E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      280.   20.00000039   20.0002   0.000       0.000      0.1404E-01   0.000    -0.1404E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      290.   20.00000039   20.0002   0.000       0.000      0.1404E-01   0.000    -0.1404E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      300.   20.00000039   20.0002   0.000       0.000      0.1404E-01   0.000    -0.1404E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      310.   20.00000070   20.0003   0.000       0.000      0.2105E-01   0.000    -0.2105E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      320.   20.00000070   20.0003   0.000       0.000      0.2105E-01   0.000    -0.2105E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      330.   20.00000070   20.0003   0.000       0.000      0.2105E-01   0.000    -0.2105E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      340.   20.00000070   20.0003   0.000       0.000      0.2105E-01   0.000    -0.2105E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      350.   20.00000070   20.0003   0.000       0.000      0.2105E-01   0.000    -0.2105E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      360.   20.00000070   20.0003   0.000       0.000      0.2105E-01   0.000    -0.2105E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      370.   20.00000070   20.0003   0.000       0.000      0.2105E-01   0.000    -0.2105E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      380.   20.00000070   20.0003   0.000       0.000      0.2105E-01   0.000    -0.2105E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      390.   20.00000070   20.0003   0.000       0.000      0.2105E-01   0.000    -0.2105E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      400.   20.00000070   20.0003   0.000       0.000      0.2105E-01   0.000    -0.2105E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      410.   20.00000039   20.0002   0.000       0.000      0.1404E-01   0.000    -0.1404E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      420.   20.00000039   20.0002   0.000       0.000      0.1404E-01   0.000    -0.1404E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      430.   20.00000039   20.0002   0.000       0.000      0.1404E-01   0.000    -0.1404E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      440.   20.00000039   20.0002   0.000       0.000      0.1404E-01   0.000    -0.1404E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      450.   20.00000039   20.0002   0.000       0.000      0.1404E-01   0.000    -0.1404E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      460.   20.00000039   20.0002   0.000       0.000      0.1404E-01   0.000    -0.1404E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      470.   20.00000039   20.0002   0.000       0.000      0.1404E-01   0.000    -0.1404E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      480.   20.00000039   20.0002   0.000       0.000      0.1404E-01   0.000    -0.1404E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      490.   20.00000039   20.0002   0.000       0.000      0.1404E-01   0.000    -0.1404E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
      500.   20.00000039   20.0002   0.000       0.000      0.1404E-01   0.000    -0.1404E-01  0.000      0.000      0.000      0.000      0.000       0.000       0.000       0.000       0.000       0.000       0.000    
