   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
           10.   0.21053E-01  0.10000       3.4738       3.7306    
           20.   0.21053E-01  0.10000       3.4738       3.7306    
           30.   0.21053E-01  0.10000       3.4738       3.7306    
           40.   0.21053E-01  0.10000       3.4738       3.7306    
           50.   0.21053E-01  0.10000       3.4738       3.7306    
           60.   0.21053E-01  0.10000       3.4738       3.7306    
           70.   0.21053E-01  0.10000       3.4738       3.7306    
           80.   0.21053E-01  0.10000       3.4738       3.7306    
           90.   0.21053E-01  0.10000       3.4738       3.7306    
          100.   0.21053E-01  0.10000       3.4738       3.7306    
          110.   0.70236E-02  0.10000       1.1589       11.182    
          120.   0.70236E-02  0.10000       1.1589       11.182    
          130.   0.70235E-02  0.10000       1.1589       11.182    
          140.   0.70235E-02  0.10000       1.1589       11.182    
          150.   0.70235E-02  0.10000       1.1589       11.182    
          160.   0.70235E-02  0.10000       1.1589       11.182    
          170.   0.70235E-02  0.10000       1.1589       11.182    
          180.   0.70235E-02  0.10000       1.1589       11.182    
          190.   0.70235E-02  0.10000       1.1589       11.182    
          200.   0.70235E-02  0.10000       1.1589       11.182    
          210.   0.14041E-01  0.10000       2.3168       5.5937    
          220.   0.14041E-01  0.10000       2.3168       5.5937    
          230.   0.14041E-01  0.10000       2.3168       5.5936    
          240.   0.14041E-01  0.10000       2.3168       5.5936    
          250.   0.14041E-01  0.10000       2.3168       5.5936    
          260.   0.14041E-01  0.10000       2.3168       5.5936    
          270.   0.14041E-01  0.10000       2.3168       5.5936    
          280.   0.14041E-01  0.10000       2.3168       5.5936    
          290.   0.14041E-01  0.10000       2.3168       5.5936    
          300.   0.14041E-01  0.10000       2.3168       5.5936    
          310.   0.21053E-01  0.10000       3.4738       3.7306    
          320.   0.21053E-01  0.10000       3.4738       3.7306    
          330.   0.21053E-01  0.10000       3.4738       3.7306    
          340.   0.21053E-01  0.10000       3.4738       3.7306    
          350.   0.21053E-01  0.10000       3.4738       3.7306    
          360.   0.21053E-01  0.10000       3.4738       3.7306    
          370.   0.21053E-01  0.10000       3.4738       3.7306    
          380.   0.21053E-01  0.10000       3.4738       3.7306    
          390.   0.21053E-01  0.10000       3.4738       3.7306    
          400.   0.21053E-01  0.10000       3.4738       3.7306    
          410.   0.14041E-01  0.10000       2.3168       5.5935    
          420.   0.14041E-01  0.10000       2.3168       5.5936    
          430.   0.14041E-01  0.10000       2.3168       5.5936    
          440.   0.14041E-01  0.10000       2.3168       5.5936    
          450.   0.14041E-01  0.10000       2.3168       5.5936    
          460.   0.14041E-01  0.10000       2.3168       5.5936    
          470.   0.14041E-01  0.10000       2.3168       5.5936    
          480.   0.14041E-01  0.10000       2.3168       5.5936    
          490.   0.14041E-01  0.10000       2.3168       5.5936    
          500.   0.14041E-01  0.10000       2.3168       5.5936    
