   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
         3600.   0.51334E-03   1.4500       344.74      0.11419E+06
         7200.   0.52320E-04   1.4500       35.135      0.11204E+07
        10800.   0.24089E-04   1.4500       16.177      0.24336E+07
        14400.   0.23783E-04   1.4500       15.972      0.24648E+07
        18000.   0.26901E-04   1.4500       18.065      0.21792E+07
        21600.   0.31159E-04   1.4500       20.925      0.18814E+07
        25200.   0.35935E-04   1.4500       24.132      0.16313E+07
        28800.   0.41297E-04   1.4500       27.733      0.14195E+07
        32400.   0.46694E-04   1.4500       31.357      0.12554E+07
        36000.   0.52399E-04   1.4500       35.188      0.11187E+07
        39600.   0.58104E-04   1.4500       39.020      0.10089E+07
        43200.   0.52445E-03   1.4500       352.20      0.11178E+06
        46800.   0.55834E-03   1.4500       374.95      0.10499E+06
        50400.   0.10343E-03   1.4500       69.455      0.56680E+06
        54000.   0.53808E-03   1.4500       361.35      0.10895E+06
        57600.   0.17180E-02   1.4500       1153.7       34121.    
        61200.   0.52446E-02   1.4500       3522.0       11177.    
        64800.   0.45395E-02   1.4500       3048.5       12913.    
        68400.   0.42474E-02   1.4500       2852.3       13802.    
        72000.   0.30489E-02   1.4500       2047.5       19227.    
        75600.   0.20190E-02   1.4500       1355.9       29034.    
        79200.   0.46827E-02   1.4500       3144.7       12519.    
        82800.   0.48175E-02   1.4500       3235.2       12168.    
        86400.   0.50220E-02   1.4500       3372.5       11673.    
        90000.   0.75266E-02   1.4500       5054.5       7788.5    
        93600.   0.13391E-01   1.4500       8992.7       4377.7    
        97200.   0.10017E-01   1.4500       6727.1       5852.0    
       100800.   0.46607E-02   1.4500       3129.9       12578.    
       104400.   0.26213E-02   1.4500       1760.3       22364.    
       108000.   0.21801E-02   1.4500       1464.1       26889.    
       111600.   0.11673E-02   1.4500       783.89       50220.    
       115200.   0.36626E-03   1.4500       245.96      0.16005E+06
       118800.  -0.17661E-03   1.4500       118.60      0.33193E+06
       122400.   0.23027E-03   1.4500       154.63      0.25458E+06
       126000.  -0.44370E-03   1.4500       297.96      0.13212E+06
       129600.   0.13541E-02   1.4500       909.33       43292.    
       133200.   0.31770E-03   1.4500       213.35      0.18452E+06
       136800.   0.26344E-04   1.4500       17.691      0.22253E+07
       140400.  -0.67862E-03   1.4500       455.72       86383.    
       144000.  -0.71654E-03   1.4500       481.19       81811.    
       147600.  -0.70896E-03   1.4500       476.10       82686.    
       151200.  -0.69528E-03   1.4500       466.92       84313.    
       154800.  -0.67878E-03   1.4500       455.84       86362.    
       158400.  -0.20022E-03   1.4500       134.46      0.29278E+06
       162000.   0.16881E-02   1.4500       1133.6       34727.    
       165600.   0.13610E-02   1.4500       913.97       43072.    
       169200.  -0.26153E-03   1.4500       175.63      0.22415E+06
       172800.  -0.58810E-03   1.4500       394.94       99678.    
