   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
         3600.  -0.31491E-03   1.4500       211.48      0.18615E+06
         7200.  -0.20540E-03   1.4500       137.94      0.28540E+06
        10800.  -0.20221E-03   1.4500       135.79      0.28990E+06
        14400.  -0.20446E-03   1.4500       137.30      0.28671E+06
        18000.  -0.20673E-03   1.4500       138.83      0.28357E+06
        21600.  -0.20873E-03   1.4500       140.17      0.28085E+06
        25200.  -0.21047E-03   1.4500       141.34      0.27853E+06
        28800.  -0.21212E-03   1.4500       142.45      0.27636E+06
        32400.  -0.21360E-03   1.4500       143.44      0.27444E+06
        36000.  -0.21506E-03   1.4500       144.43      0.27258E+06
        39600.  -0.21646E-03   1.4500       145.37      0.27081E+06
        43200.  -0.32719E-03   1.4500       219.72      0.17917E+06
        46800.  -0.33166E-03   1.4500       222.72      0.17675E+06
        50400.  -0.22125E-03   1.4500       148.58      0.26495E+06
        54000.  -0.32637E-03   1.4500       219.18      0.17961E+06
        57600.  -0.60410E-03   1.4500       405.68       97039.    
        61200.  -0.14305E-02   1.4500       960.63       40981.    
        64800.  -0.12294E-02   1.4500       825.60       47683.    
        68400.  -0.11449E-02   1.4500       768.83       51204.    
        72000.  -0.85242E-03   1.4500       572.44       68770.    
        75600.  -0.61196E-03   1.4500       410.96       95793.    
        79200.  -0.12541E-02   1.4500       842.19       46744.    
        82800.  -0.12715E-02   1.4500       853.91       46102.    
        86400.  -0.13105E-02   1.4500       880.08       44731.    
        90000.  -0.18970E-02   1.4500       1273.9       30902.    
        93600.  -0.47445E-02   1.4500       3186.2       12355.    
        97200.  -0.34844E-02   1.4500       2339.9       16824.    
       100800.  -0.16101E-02   1.4500       1081.3       36408.    
       104400.  -0.66960E-03   1.4500       449.67       87547.    
       108000.  -0.59984E-03   1.4500       402.82       97728.    
       111600.  -0.38480E-03   1.4500       258.41      0.15234E+06
       115200.  -0.21881E-03   1.4500       146.94      0.26790E+06
       118800.  -0.11146E-03   1.4500       74.853      0.52592E+06
       122400.  -0.22586E-03   1.4500       151.67      0.25955E+06
       126000.  -0.74184E-04   1.4500       49.818      0.79021E+06
       129600.  -0.51155E-03   1.4500       343.53      0.11460E+06
       133200.  -0.25838E-03   1.4500       173.52      0.22688E+06
       136800.  -0.19322E-03   1.4500       129.76      0.30339E+06
       140400.  -0.30389E-04   1.4500       20.407      0.19290E+07
       144000.  -0.29603E-04   1.4500       19.880      0.19802E+07
       147600.  -0.36774E-04   1.4500       24.696      0.15941E+07
       151200.  -0.43415E-04   1.4500       29.155      0.13502E+07
       154800.  -0.49432E-04   1.4500       33.196      0.11859E+07
       158400.  -0.16427E-03   1.4500       110.31      0.35687E+06
       162000.  -0.60943E-03   1.4500       409.26       96190.    
       165600.  -0.51546E-03   1.4500       346.16      0.11373E+06
       169200.  -0.12293E-03   1.4500       82.552      0.47688E+06
       172800.  -0.52927E-04   1.4500       35.543      0.11076E+07
