   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
         3600.  -0.16203E-02   1.4500       1088.1       36178.    
         7200.  -0.12276E-02   1.4500       824.39       47753.    
        10800.  -0.12247E-02   1.4500       822.45       47865.    
        14400.  -0.12395E-02   1.4500       832.36       47296.    
        18000.  -0.12521E-02   1.4500       840.82       46820.    
        21600.  -0.12621E-02   1.4500       847.57       46447.    
        25200.  -0.12701E-02   1.4500       852.93       46155.    
        28800.  -0.12771E-02   1.4500       857.63       45902.    
        32400.  -0.12829E-02   1.4500       861.54       45694.    
        36000.  -0.12884E-02   1.4500       865.24       45499.    
        39600.  -0.12935E-02   1.4500       868.65       45320.    
        43200.  -0.16904E-02   1.4500       1135.2       34680.    
        46800.  -0.16976E-02   1.4500       1140.0       34532.    
        50400.  -0.12948E-02   1.4500       869.49       45276.    
        54000.  -0.16754E-02   1.4500       1125.1       34989.    
        57600.  -0.26654E-02   1.4500       1789.9       21993.    
        61200.  -0.55995E-02   1.4500       3760.3       10469.    
        64800.  -0.47938E-02   1.4500       3219.3       12229.    
        68400.  -0.44434E-02   1.4500       2984.0       13193.    
        72000.  -0.33712E-02   1.4500       2263.9       17389.    
        75600.  -0.25168E-02   1.4500       1690.1       23292.    
        79200.  -0.48433E-02   1.4500       3252.5       12103.    
        82800.  -0.48740E-02   1.4500       3273.1       12027.    
        86400.  -0.49864E-02   1.4500       3348.6       11756.    
        90000.  -0.70660E-02   1.4500       4745.2       8296.2    
        93600.  -0.11902E-01   1.4500       7992.8       4925.3    
        97200.  -0.86640E-02   1.4500       5818.3       6766.1    
       100800.  -0.40247E-02   1.4500       2702.8       14565.    
       104400.  -0.24845E-02   1.4500       1668.5       23595.    
       108000.  -0.23308E-02   1.4500       1565.2       25151.    
       111600.  -0.16343E-02   1.4500       1097.5       35869.    
       115200.  -0.11078E-02   1.4500       743.91       52919.    
       118800.  -0.78437E-03   1.4500       526.74       74737.    
       122400.  -0.12458E-02   1.4500       836.60       47056.    
       126000.  -0.72923E-03   1.4500       489.72       80387.    
       129600.  -0.23264E-02   1.4500       1562.3       25198.    
       133200.  -0.14059E-02   1.4500       944.11       41698.    
       136800.  -0.11810E-02   1.4500       793.10       49637.    
       140400.  -0.61047E-03   1.4500       409.96       96027.    
       144000.  -0.62994E-03   1.4500       423.04       93058.    
       147600.  -0.67212E-03   1.4500       451.36       87219.    
       151200.  -0.70667E-03   1.4500       474.57       82954.    
       154800.  -0.73518E-03   1.4500       493.71       79738.    
       158400.  -0.11511E-02   1.4500       773.03       50925.    
       162000.  -0.27400E-02   1.4500       1840.1       21394.    
       165600.  -0.23631E-02   1.4500       1587.0       24806.    
       169200.  -0.93384E-03   1.4500       627.12       62774.    
       172800.  -0.69942E-03   1.4500       469.70       83813.    
