   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
         3600.  -0.23906E-02   1.4500       1605.4       24521.    
         7200.  -0.20208E-02   1.4500       1357.1       29008.    
        10800.  -0.20334E-02   1.4500       1365.5       28829.    
        14400.  -0.20574E-02   1.4500       1381.6       28493.    
        18000.  -0.20759E-02   1.4500       1394.1       28239.    
        21600.  -0.20896E-02   1.4500       1403.3       28054.    
        25200.  -0.20997E-02   1.4500       1410.0       27919.    
        28800.  -0.21078E-02   1.4500       1415.5       27811.    
        32400.  -0.21141E-02   1.4500       1419.7       27729.    
        36000.  -0.21196E-02   1.4500       1423.4       27657.    
        39600.  -0.21244E-02   1.4500       1426.7       27594.    
        43200.  -0.24977E-02   1.4500       1677.3       23470.    
        46800.  -0.24888E-02   1.4500       1671.3       23554.    
        50400.  -0.20991E-02   1.4500       1409.7       27927.    
        54000.  -0.24655E-02   1.4500       1655.7       23777.    
        57600.  -0.33863E-02   1.4500       2274.1       17311.    
        61200.  -0.60995E-02   1.4500       4096.1       9610.8    
        64800.  -0.51948E-02   1.4500       3488.6       11285.    
        68400.  -0.47987E-02   1.4500       3222.6       12216.    
        72000.  -0.37557E-02   1.4500       2522.1       15609.    
        75600.  -0.29696E-02   1.4500       1994.2       19740.    
        79200.  -0.52017E-02   1.4500       3493.2       11270.    
        82800.  -0.51680E-02   1.4500       3470.6       11343.    
        86400.  -0.52326E-02   1.4500       3514.0       11203.    
        90000.  -0.71546E-02   1.4500       4804.7       8193.5    
        93600.  -0.11597E-01   1.4500       7787.6       5055.1    
        97200.  -0.82893E-02   1.4500       5566.7       7071.9    
       100800.  -0.38788E-02   1.4500       2604.8       15113.    
       104400.  -0.25747E-02   1.4500       1729.0       22768.    
       108000.  -0.25847E-02   1.4500       1735.8       22680.    
       111600.  -0.20425E-02   1.4500       1371.6       28701.    
       115200.  -0.16545E-02   1.4500       1111.1       35431.    
       118800.  -0.14461E-02   1.4500       971.10       40538.    
       122400.  -0.19596E-02   1.4500       1316.0       29915.    
       126000.  -0.15117E-02   1.4500       1015.2       38779.    
       129600.  -0.30619E-02   1.4500       2056.2       19146.    
       133200.  -0.21663E-02   1.4500       1454.8       27060.    
       136800.  -0.19734E-02   1.4500       1325.2       29705.    
       140400.  -0.14577E-02   1.4500       978.91       40215.    
       144000.  -0.15130E-02   1.4500       1016.1       38744.    
       147600.  -0.15774E-02   1.4500       1059.3       37164.    
       151200.  -0.16258E-02   1.4500       1091.8       36057.    
       154800.  -0.16628E-02   1.4500       1116.6       35255.    
       158400.  -0.20604E-02   1.4500       1383.6       28452.    
       162000.  -0.35425E-02   1.4500       2379.0       16548.    
       165600.  -0.31177E-02   1.4500       2093.7       18803.    
       169200.  -0.17416E-02   1.4500       1169.6       33659.    
       172800.  -0.15546E-02   1.4500       1044.0       37709.    
