   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
         3600.   0.19117E-02   1.4500       1283.8       30665.    
         7200.   0.15599E-02   1.4500       1047.5       37581.    
        10800.   0.15722E-02   1.4500       1055.8       37287.    
        14400.   0.15959E-02   1.4500       1071.7       36732.    
        18000.   0.16142E-02   1.4500       1084.0       36317.    
        21600.   0.16276E-02   1.4500       1093.0       36016.    
        25200.   0.16375E-02   1.4500       1099.7       35799.    
        28800.   0.16454E-02   1.4500       1105.0       35627.    
        32400.   0.16514E-02   1.4500       1109.0       35497.    
        36000.   0.16567E-02   1.4500       1112.6       35383.    
        39600.   0.16614E-02   1.4500       1115.7       35285.    
        43200.   0.20164E-02   1.4500       1354.1       29072.    
        46800.   0.20076E-02   1.4500       1348.2       29200.    
        50400.   0.16360E-02   1.4500       1098.6       35833.    
        54000.   0.19841E-02   1.4500       1332.4       29545.    
        57600.   0.28601E-02   1.4500       1920.7       20496.    
        61200.   0.54387E-02   1.4500       3652.4       10779.    
        64800.   0.45728E-02   1.4500       3070.9       12819.    
        68400.   0.41877E-02   1.4500       2812.2       13998.    
        72000.   0.31915E-02   1.4500       2143.2       18368.    
        75600.   0.24426E-02   1.4500       1640.3       24000.    
        79200.   0.45672E-02   1.4500       3067.1       12835.    
        82800.   0.45357E-02   1.4500       3046.0       12924.    
        86400.   0.45934E-02   1.4500       3084.7       12762.    
        90000.   0.64185E-02   1.4500       4310.3       9133.2    
        93600.   0.10638E-01   1.4500       7144.2       5510.3    
        97200.   0.74826E-02   1.4500       5025.0       7834.3    
       100800.   0.32746E-02   1.4500       2199.1       17902.    
       104400.   0.20349E-02   1.4500       1366.5       28808.    
       108000.   0.20545E-02   1.4500       1379.7       28533.    
       111600.   0.15488E-02   1.4500       1040.1       37850.    
       115200.   0.11877E-02   1.4500       797.63       49355.    
       118800.   0.99690E-03   1.4500       669.47       58803.    
       122400.   0.14918E-02   1.4500       1001.8       39295.    
       126000.   0.10705E-02   1.4500       718.91       54759.    
       129600.   0.25481E-02   1.4500       1711.2       23006.    
       133200.   0.16978E-02   1.4500       1140.2       34528.    
       136800.   0.15136E-02   1.4500       1016.4       38731.    
       140400.   0.10243E-02   1.4500       687.90       57228.    
       144000.   0.10789E-02   1.4500       724.53       54335.    
       147600.   0.11424E-02   1.4500       767.19       51313.    
       151200.   0.11901E-02   1.4500       799.18       49259.    
       154800.   0.12263E-02   1.4500       823.51       47804.    
       158400.   0.16052E-02   1.4500       1077.9       36520.    
       162000.   0.30149E-02   1.4500       2024.7       19444.    
       165600.   0.26087E-02   1.4500       1751.8       22472.    
       169200.   0.12958E-02   1.4500       870.17       45240.    
       172800.   0.11171E-02   1.4500       750.18       52477.    
