   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
         3600.  -0.28355E-02   1.4500       1904.2       20674.    
         7200.  -0.25271E-02   1.4500       1697.1       23197.    
        10800.  -0.25625E-02   1.4500       1720.8       22877.    
        14400.  -0.26000E-02   1.4500       1746.0       22547.    
        18000.  -0.26269E-02   1.4500       1764.1       22315.    
        21600.  -0.26458E-02   1.4500       1776.8       22156.    
        25200.  -0.26587E-02   1.4500       1785.5       22049.    
        28800.  -0.26682E-02   1.4500       1791.9       21970.    
        32400.  -0.26748E-02   1.4500       1796.2       21916.    
        36000.  -0.26800E-02   1.4500       1799.7       21874.    
        39600.  -0.26841E-02   1.4500       1802.5       21840.    
        43200.  -0.29947E-02   1.4500       2011.1       19575.    
        46800.  -0.29617E-02   1.4500       1988.9       19793.    
        50400.  -0.26188E-02   1.4500       1758.7       22385.    
        54000.  -0.29364E-02   1.4500       1972.0       19963.    
        57600.  -0.36863E-02   1.4500       2475.5       15902.    
        61200.  -0.58664E-02   1.4500       3939.6       9992.6    
        64800.  -0.48714E-02   1.4500       3271.4       12034.    
        68400.  -0.44231E-02   1.4500       2970.3       13253.    
        72000.  -0.34940E-02   1.4500       2346.4       16777.    
        75600.  -0.28662E-02   1.4500       1924.8       20452.    
        79200.  -0.47955E-02   1.4500       3220.4       12224.    
        82800.  -0.46686E-02   1.4500       3135.2       12556.    
        86400.  -0.46511E-02   1.4500       3123.4       12604.    
        90000.  -0.61915E-02   1.4500       4157.9       9468.0    
        93600.  -0.97096E-02   1.4500       6520.5       6037.4    
        97200.  -0.65254E-02   1.4500       4382.1       8983.5    
       100800.  -0.27615E-02   1.4500       1854.5       21228.    
       104400.  -0.19081E-02   1.4500       1281.4       30722.    
       108000.  -0.21782E-02   1.4500       1462.8       26913.    
       111600.  -0.19221E-02   1.4500       1290.8       30499.    
       115200.  -0.17824E-02   1.4500       1197.0       32889.    
       118800.  -0.17728E-02   1.4500       1190.5       33068.    
       122400.  -0.23366E-02   1.4500       1569.1       25088.    
       126000.  -0.20315E-02   1.4500       1364.3       28856.    
       129600.  -0.34023E-02   1.4500       2284.8       17230.    
       133200.  -0.26121E-02   1.4500       1754.2       22442.    
       136800.  -0.24801E-02   1.4500       1665.5       23636.    
       140400.  -0.20864E-02   1.4500       1401.1       28097.    
       144000.  -0.21944E-02   1.4500       1473.6       26714.    
       147600.  -0.22907E-02   1.4500       1538.3       25591.    
       151200.  -0.23588E-02   1.4500       1584.0       24852.    
       154800.  -0.24073E-02   1.4500       1616.6       24351.    
       158400.  -0.27493E-02   1.4500       1846.3       21322.    
       162000.  -0.39628E-02   1.4500       2661.2       14793.    
       165600.  -0.34939E-02   1.4500       2346.3       16778.    
       169200.  -0.22924E-02   1.4500       1539.5       25572.    
       172800.  -0.21890E-02   1.4500       1470.0       26780.    
