   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
         3600.   0.15356E-02   1.4500       1031.2       38174.    
         7200.   0.11249E-02   1.4500       755.42       52113.    
        10800.   0.11223E-02   1.4500       753.65       52235.    
        14400.   0.11373E-02   1.4500       763.73       51546.    
        18000.   0.11501E-02   1.4500       772.34       50971.    
        21600.   0.11604E-02   1.4500       779.26       50519.    
        25200.   0.11686E-02   1.4500       784.77       50164.    
        28800.   0.11758E-02   1.4500       789.62       49855.    
        32400.   0.11819E-02   1.4500       793.68       49601.    
        36000.   0.11876E-02   1.4500       797.52       49362.    
        39600.   0.11929E-02   1.4500       801.07       49143.    
        43200.   0.16079E-02   1.4500       1079.8       36458.    
        46800.   0.16151E-02   1.4500       1084.6       36296.    
        50400.   0.11942E-02   1.4500       801.99       49087.    
        54000.   0.15931E-02   1.4500       1069.8       36798.    
        57600.   0.26280E-02   1.4500       1764.8       22307.    
        61200.   0.56965E-02   1.4500       3825.5       10291.    
        64800.   0.48521E-02   1.4500       3258.4       12082.    
        68400.   0.44907E-02   1.4500       3015.7       13054.    
        72000.   0.33717E-02   1.4500       2264.2       17386.    
        75600.   0.24801E-02   1.4500       1665.5       23636.    
        79200.   0.49141E-02   1.4500       3300.1       11929.    
        82800.   0.49425E-02   1.4500       3319.2       11861.    
        86400.   0.50619E-02   1.4500       3399.3       11581.    
        90000.   0.72383E-02   1.4500       4860.9       8098.7    
        93600.   0.12296E-01   1.4500       8257.5       4767.4    
        97200.   0.89068E-02   1.4500       5981.4       6581.6    
       100800.   0.40652E-02   1.4500       2730.0       14420.    
       104400.   0.24606E-02   1.4500       1652.4       23824.    
       108000.   0.22972E-02   1.4500       1542.7       25518.    
       111600.   0.15643E-02   1.4500       1050.5       37475.    
       115200.   0.10108E-02   1.4500       678.77       57998.    
       118800.   0.66976E-03   1.4500       449.78       87526.    
       122400.   0.11497E-02   1.4500       772.11       50986.    
       126000.   0.60658E-03   1.4500       407.35       96642.    
       129600.   0.22764E-02   1.4500       1528.7       25752.    
       133200.   0.13106E-02   1.4500       880.11       44730.    
       136800.   0.10770E-02   1.4500       723.28       54428.    
       140400.   0.47997E-03   1.4500       322.32      0.12214E+06
       144000.   0.50024E-03   1.4500       335.94      0.11718E+06
       147600.   0.54320E-03   1.4500       364.79      0.10792E+06
       151200.   0.57853E-03   1.4500       388.51      0.10133E+06
       154800.   0.60778E-03   1.4500       408.15       96451.    
       158400.   0.10424E-02   1.4500       700.05       56235.    
       162000.   0.27037E-02   1.4500       1815.7       21682.    
       165600.   0.23083E-02   1.4500       1550.1       25396.    
       169200.   0.81577E-03   1.4500       547.83       71860.    
       172800.   0.57295E-03   1.4500       384.76      0.10231E+06
