   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
         3600.  -0.69628E-02   1.4500       4675.9       8419.2    
         7200.  -0.61389E-02   1.4500       4122.6       9549.1    
        10800.  -0.62803E-02   1.4500       4217.5       9334.1    
        14400.  -0.64138E-02   1.4500       4307.2       9139.9    
        18000.  -0.65077E-02   1.4500       4370.3       9007.9    
        21600.  -0.65723E-02   1.4500       4413.6       8919.4    
        25200.  -0.66153E-02   1.4500       4442.5       8861.5    
        28800.  -0.66459E-02   1.4500       4463.1       8820.6    
        32400.  -0.66658E-02   1.4500       4476.4       8794.3    
        36000.  -0.66809E-02   1.4500       4486.6       8774.4    
        39600.  -0.66923E-02   1.4500       4494.2       8759.5    
        43200.  -0.75209E-02   1.4500       5050.6       7794.5    
        46800.  -0.73843E-02   1.4500       4958.9       7938.6    
        50400.  -0.64340E-02   1.4500       4320.8       9111.1    
        54000.  -0.73054E-02   1.4500       4905.9       8024.4    
        57600.  -0.92749E-02   1.4500       6228.5       6320.4    
        61200.  -0.14943E-01   1.4500       10035.       3923.0    
        64800.  -0.11830E-01   1.4500       7944.5       4955.3    
        68400.  -0.10407E-01   1.4500       6989.1       5632.6    
        72000.  -0.78126E-02   1.4500       5246.5       7503.4    
        75600.  -0.61870E-02   1.4500       4154.9       9474.8    
        79200.  -0.11470E-01   1.4500       7702.4       5111.0    
        82800.  -0.10945E-01   1.4500       7350.1       5356.0    
        86400.  -0.10763E-01   1.4500       7227.6       5446.8    
        90000.  -0.14760E-01   1.4500       9911.8       3971.7    
        93600.  -0.23807E-01   1.4500       15987.       2462.4    
        97200.  -0.14495E-01   1.4500       9733.8       4044.4    
       100800.  -0.42729E-02   1.4500       2869.4       13719.    
       104400.  -0.24339E-02   1.4500       1634.5       24086.    
       108000.  -0.36519E-02   1.4500       2452.4       16052.    
       111600.  -0.33402E-02   1.4500       2243.1       17550.    
       115200.  -0.33163E-02   1.4500       2227.1       17677.    
       118800.  -0.36024E-02   1.4500       2419.2       16273.    
       122400.  -0.53665E-02   1.4500       3603.9       10923.    
       126000.  -0.46821E-02   1.4500       3144.3       12520.    
       129600.  -0.84930E-02   1.4500       5703.5       6902.3    
       133200.  -0.63008E-02   1.4500       4231.3       9303.8    
       136800.  -0.60025E-02   1.4500       4031.0       9766.2    
       140400.  -0.50195E-02   1.4500       3370.9       11679.    
       144000.  -0.54253E-02   1.4500       3643.3       10805.    
       147600.  -0.57641E-02   1.4500       3870.9       10170.    
       151200.  -0.59988E-02   1.4500       4028.5       9772.2    
       154800.  -0.61625E-02   1.4500       4138.4       9512.6    
       158400.  -0.70963E-02   1.4500       4765.5       8260.9    
       162000.  -0.10296E-01   1.4500       6914.4       5693.5    
       165600.  -0.88269E-02   1.4500       5927.7       6641.2    
       169200.  -0.55140E-02   1.4500       3702.9       10631.    
       172800.  -0.53365E-02   1.4500       3583.7       10985.    
