   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
         3600.  -0.84468E-03   1.4500       567.24       69401.    
         7200.  -0.37935E-03   1.4500       254.75      0.15453E+06
        10800.  -0.35646E-03   1.4500       239.38      0.16445E+06
        14400.  -0.35945E-03   1.4500       241.39      0.16308E+06
        18000.  -0.36476E-03   1.4500       244.95      0.16071E+06
        21600.  -0.37047E-03   1.4500       248.79      0.15823E+06
        25200.  -0.37620E-03   1.4500       252.63      0.15583E+06
        28800.  -0.38220E-03   1.4500       256.66      0.15338E+06
        32400.  -0.38799E-03   1.4500       260.56      0.15109E+06
        36000.  -0.39398E-03   1.4500       264.57      0.14879E+06
        39600.  -0.39988E-03   1.4500       268.54      0.14660E+06
        43200.  -0.87062E-03   1.4500       584.67       67332.    
        46800.  -0.89923E-03   1.4500       603.87       65191.    
        50400.  -0.43682E-03   1.4500       293.35      0.13420E+06
        54000.  -0.87897E-03   1.4500       590.27       66693.    
        57600.  -0.20659E-02   1.4500       1387.3       28376.    
        61200.  -0.56083E-02   1.4500       3766.2       10453.    
        64800.  -0.48441E-02   1.4500       3253.1       12101.    
        68400.  -0.45292E-02   1.4500       3041.6       12943.    
        72000.  -0.33087E-02   1.4500       2222.0       17717.    
        75600.  -0.22765E-02   1.4500       1528.8       25750.    
        79200.  -0.49797E-02   1.4500       3344.1       11772.    
        82800.  -0.50909E-02   1.4500       3418.8       11515.    
        86400.  -0.52833E-02   1.4500       3548.0       11096.    
        90000.  -0.77989E-02   1.4500       5237.3       7516.6    
        93600.  -0.13678E-01   1.4500       9185.4       4285.8    
        97200.  -0.10179E-01   1.4500       6835.7       5759.0    
       100800.  -0.47625E-02   1.4500       3198.2       12309.    
       104400.  -0.27572E-02   1.4500       1851.6       21261.    
       108000.  -0.23625E-02   1.4500       1586.6       24813.    
       111600.  -0.13752E-02   1.4500       923.49       42628.    
       115200.  -0.60079E-03   1.4500       403.46       97573.    
       118800.  -0.82988E-04   1.4500       55.731      0.70638E+06
       122400.  -0.51816E-03   1.4500       347.97      0.11313E+06
       126000.   0.15206E-03   1.4500       102.12      0.38550E+06
       129600.  -0.16771E-02   1.4500       1126.2       34954.    
       133200.  -0.61753E-03   1.4500       414.70       94928.    
       136800.  -0.32977E-03   1.4500       221.46      0.17776E+06
       140400.   0.37581E-03   1.4500       252.38      0.15598E+06
       144000.   0.40238E-03   1.4500       270.22      0.14569E+06
       147600.   0.38796E-03   1.4500       260.54      0.15110E+06
       151200.   0.37016E-03   1.4500       248.58      0.15837E+06
       154800.   0.35128E-03   1.4500       235.90      0.16688E+06
       158400.  -0.13274E-03   1.4500       89.142      0.44162E+06
       162000.  -0.20328E-02   1.4500       1365.1       28838.    
       165600.  -0.16765E-02   1.4500       1125.8       34967.    
       169200.  -0.28703E-04   1.4500       19.275      0.20423E+07
       172800.   0.28848E-03   1.4500       193.73      0.20321E+06
