   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
         3600.  -0.12658E-02   1.4500       850.02       46313.    
         7200.  -0.83888E-03   1.4500       563.35       69880.    
        10800.  -0.82334E-03   1.4500       552.91       71199.    
        14400.  -0.83059E-03   1.4500       557.78       70578.    
        18000.  -0.83847E-03   1.4500       563.08       69914.    
        21600.  -0.84567E-03   1.4500       567.91       69319.    
        25200.  -0.85209E-03   1.4500       572.22       68797.    
        28800.  -0.85832E-03   1.4500       576.41       68297.    
        32400.  -0.86399E-03   1.4500       580.21       67849.    
        36000.  -0.86965E-03   1.4500       584.01       67407.    
        39600.  -0.87511E-03   1.4500       587.68       66987.    
        43200.  -0.13068E-02   1.4500       877.57       44859.    
        46800.  -0.13274E-02   1.4500       891.41       44163.    
        50400.  -0.89859E-03   1.4500       603.45       65236.    
        54000.  -0.13063E-02   1.4500       877.25       44875.    
        57600.  -0.23913E-02   1.4500       1605.9       24514.    
        61200.  -0.56216E-02   1.4500       3775.2       10428.    
        64800.  -0.48661E-02   1.4500       3267.8       12047.    
        68400.  -0.45447E-02   1.4500       3052.0       12899.    
        72000.  -0.34091E-02   1.4500       2289.4       17195.    
        75600.  -0.24668E-02   1.4500       1656.6       23764.    
        79200.  -0.49616E-02   1.4500       3332.0       11815.    
        82800.  -0.50440E-02   1.4500       3387.3       11622.    
        86400.  -0.52021E-02   1.4500       3493.5       11269.    
        90000.  -0.74937E-02   1.4500       5032.4       7822.7    
        93600.  -0.12843E-01   1.4500       8624.9       4564.4    
        97200.  -0.95366E-02   1.4500       6404.3       6146.9    
       100800.  -0.45380E-02   1.4500       3047.5       12918.    
       104400.  -0.27474E-02   1.4500       1845.0       21337.    
       108000.  -0.24492E-02   1.4500       1644.7       23935.    
       111600.  -0.15938E-02   1.4500       1070.3       36782.    
       115200.  -0.92923E-03   1.4500       624.02       63086.    
       118800.  -0.49540E-03   1.4500       332.69      0.11833E+06
       122400.  -0.92886E-03   1.4500       623.77       63111.    
       126000.  -0.33296E-03   1.4500       223.60      0.17606E+06
       129600.  -0.20298E-02   1.4500       1363.1       28880.    
       133200.  -0.10507E-02   1.4500       705.61       55792.    
       136800.  -0.79201E-03   1.4500       531.88       74015.    
       140400.  -0.15371E-03   1.4500       103.22      0.38139E+06
       144000.  -0.14395E-03   1.4500       96.671      0.40722E+06
       147600.  -0.16833E-03   1.4500       113.04      0.34824E+06
       151200.  -0.19198E-03   1.4500       128.93      0.30535E+06
       154800.  -0.21405E-03   1.4500       143.74      0.27387E+06
       158400.  -0.66089E-03   1.4500       443.82       88701.    
       162000.  -0.23991E-02   1.4500       1611.1       24435.    
       165600.  -0.20467E-02   1.4500       1374.4       28642.    
       169200.  -0.52036E-03   1.4500       349.45      0.11265E+06
       172800.  -0.23950E-03   1.4500       160.84      0.24477E+06
