   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
         3600.  -0.71162E-02   1.4500       4778.9       8237.7    
         7200.  -0.62514E-02   1.4500       4198.1       9377.3    
        10800.  -0.63775E-02   1.4500       4282.8       9191.8    
        14400.  -0.65020E-02   1.4500       4366.4       9015.8    
        18000.  -0.65903E-02   1.4500       4425.7       8895.0    
        21600.  -0.66515E-02   1.4500       4466.8       8813.3    
        25200.  -0.66926E-02   1.4500       4494.4       8759.1    
        28800.  -0.67223E-02   1.4500       4514.4       8720.4    
        32400.  -0.67420E-02   1.4500       4527.6       8694.9    
        36000.  -0.67573E-02   1.4500       4537.9       8675.2    
        39600.  -0.67691E-02   1.4500       4545.8       8660.1    
        43200.  -0.76395E-02   1.4500       5130.3       7673.5    
        46800.  -0.75190E-02   1.4500       5049.4       7796.4    
        50400.  -0.65375E-02   1.4500       4390.3       8966.9    
        54000.  -0.74413E-02   1.4500       4997.2       7877.8    
        57600.  -0.95248E-02   1.4500       6396.4       6154.6    
        61200.  -0.15548E-01   1.4500       10441.       3770.3    
        64800.  -0.12496E-01   1.4500       8391.4       4691.3    
        68400.  -0.11108E-01   1.4500       7459.5       5277.5    
        72000.  -0.84369E-02   1.4500       5665.8       6948.2    
        75600.  -0.67059E-02   1.4500       4503.4       8741.7    
        79200.  -0.12190E-01   1.4500       8186.4       4808.8    
        82800.  -0.11728E-01   1.4500       7875.9       4998.4    
        86400.  -0.11600E-01   1.4500       7790.1       5053.5    
        90000.  -0.15852E-01   1.4500       10645.       3698.1    
        93600.  -0.25514E-01   1.4500       17134.       2297.6    
        97200.  -0.16120E-01   1.4500       10826.       3636.5    
       100800.  -0.54677E-02   1.4500       3671.9       10721.    
       104400.  -0.33283E-02   1.4500       2235.1       17613.    
       108000.  -0.43729E-02   1.4500       2936.6       13406.    
       111600.  -0.38706E-02   1.4500       2599.3       15145.    
       115200.  -0.36811E-02   1.4500       2472.0       15925.    
       118800.  -0.38347E-02   1.4500       2575.2       15287.    
       122400.  -0.55653E-02   1.4500       3737.4       10533.    
       126000.  -0.47856E-02   1.4500       3213.8       12249.    
       129600.  -0.87161E-02   1.4500       5853.3       6725.6    
       133200.  -0.64537E-02   1.4500       4334.0       9083.3    
       136800.  -0.61148E-02   1.4500       4106.4       9586.8    
       140400.  -0.50505E-02   1.4500       3391.7       11607.    
       144000.  -0.54212E-02   1.4500       3640.6       10813.    
       147600.  -0.57387E-02   1.4500       3853.8       10215.    
       151200.  -0.59603E-02   1.4500       4002.6       9835.3    
       154800.  -0.61163E-02   1.4500       4107.4       9584.5    
       158400.  -0.70871E-02   1.4500       4759.3       8271.5    
       162000.  -0.10466E-01   1.4500       7028.6       5601.0    
       165600.  -0.90263E-02   1.4500       6061.6       6494.5    
       169200.  -0.55970E-02   1.4500       3758.7       10474.    
       172800.  -0.53638E-02   1.4500       3602.0       10929.    
