   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
         3600.   0.91246E-03   1.4500       612.76       64245.    
         7200.   0.81813E-03   1.4500       549.41       71653.    
        10800.   0.83460E-03   1.4500       560.48       70238.    
        14400.   0.85051E-03   1.4500       571.16       68924.    
        18000.   0.86172E-03   1.4500       578.69       68028.    
        21600.   0.86940E-03   1.4500       583.85       67427.    
        25200.   0.87450E-03   1.4500       587.27       67034.    
        28800.   0.87813E-03   1.4500       589.71       66757.    
        32400.   0.88046E-03   1.4500       591.27       66580.    
        36000.   0.88223E-03   1.4500       592.46       66447.    
        39600.   0.88354E-03   1.4500       593.34       66348.    
        43200.   0.97839E-03   1.4500       657.03       59916.    
        46800.   0.96245E-03   1.4500       646.33       60908.    
        50400.   0.85301E-03   1.4500       572.84       68722.    
        54000.   0.95257E-03   1.4500       639.70       61540.    
        57600.   0.11780E-02   1.4500       791.06       49765.    
        61200.   0.18948E-02   1.4500       1272.5       30937.    
        64800.   0.15222E-02   1.4500       1022.2       38512.    
        68400.   0.13483E-02   1.4500       905.46       43477.    
        72000.   0.10349E-02   1.4500       694.96       56646.    
        75600.   0.83797E-03   1.4500       562.74       69956.    
        79200.   0.14729E-02   1.4500       989.11       39800.    
        82800.   0.14123E-02   1.4500       948.44       41507.    
        86400.   0.13895E-02   1.4500       933.15       42187.    
        90000.   0.18699E-02   1.4500       1255.7       31350.    
        93600.   0.27370E-02   1.4500       1838.0       21418.    
        97200.   0.16046E-02   1.4500       1077.5       36534.    
       100800.   0.29227E-03   1.4500       196.28      0.20057E+06
       104400.   0.35832E-03   1.4500       240.63      0.16360E+06
       108000.   0.50484E-03   1.4500       339.03      0.11612E+06
       111600.   0.47608E-03   1.4500       319.71      0.12313E+06
       115200.   0.47894E-03   1.4500       321.63      0.12240E+06
       118800.   0.51685E-03   1.4500       347.09      0.11342E+06
       122400.   0.72323E-03   1.4500       485.69       81054.    
       126000.   0.64812E-03   1.4500       435.24       90448.    
       129600.   0.10864E-02   1.4500       729.57       53959.    
       133200.   0.83640E-03   1.4500       561.69       70087.    
       136800.   0.80185E-03   1.4500       538.48       73107.    
       140400.   0.69032E-03   1.4500       463.58       84919.    
       144000.   0.73812E-03   1.4500       495.68       79420.    
       147600.   0.77850E-03   1.4500       522.80       75300.    
       151200.   0.80645E-03   1.4500       541.57       72691.    
       154800.   0.82590E-03   1.4500       554.63       70979.    
       158400.   0.93323E-03   1.4500       626.71       62815.    
       162000.   0.12994E-02   1.4500       872.60       45115.    
       165600.   0.11295E-02   1.4500       758.54       51898.    
       169200.   0.74773E-03   1.4500       502.13       78399.    
       172800.   0.72706E-03   1.4500       488.26       80628.    
