   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
         3600.   0.40080E-02   1.4500       2691.5       14626.    
         7200.   0.33559E-02   1.4500       2253.7       17468.    
        10800.   0.34113E-02   1.4500       2290.9       17184.    
        14400.   0.34773E-02   1.4500       2335.2       16858.    
        18000.   0.35255E-02   1.4500       2367.5       16628.    
        21600.   0.35597E-02   1.4500       2390.5       16468.    
        25200.   0.35836E-02   1.4500       2406.5       16358.    
        28800.   0.36016E-02   1.4500       2418.7       16276.    
        32400.   0.36144E-02   1.4500       2427.2       16219.    
        36000.   0.36249E-02   1.4500       2434.3       16172.    
        39600.   0.36336E-02   1.4500       2440.2       16133.    
        43200.   0.42909E-02   1.4500       2881.5       13662.    
        46800.   0.42409E-02   1.4500       2848.0       13823.    
        50400.   0.35296E-02   1.4500       2370.3       16608.    
        54000.   0.41916E-02   1.4500       2814.9       13985.    
        57600.   0.57913E-02   1.4500       3889.1       10122.    
        61200.   0.10464E-01   1.4500       7027.0       5602.2    
        64800.   0.85467E-02   1.4500       5739.5       6858.9    
        68400.   0.76884E-02   1.4500       5163.1       7624.6    
        72000.   0.57692E-02   1.4500       3874.3       10161.    
        75600.   0.44198E-02   1.4500       2968.1       13263.    
        79200.   0.84461E-02   1.4500       5672.0       6940.6    
        82800.   0.82554E-02   1.4500       5543.9       7101.0    
        86400.   0.82729E-02   1.4500       5555.7       7085.9    
        90000.   0.11577E-01   1.4500       7774.8       5063.4    
        93600.   0.19159E-01   1.4500       12866.       3059.7    
        97200.   0.12758E-01   1.4500       8567.4       4595.0    
       100800.   0.48630E-02   1.4500       3265.7       12055.    
       104400.   0.28758E-02   1.4500       1931.2       20384.    
       108000.   0.32457E-02   1.4500       2179.6       18061.    
       111600.   0.25543E-02   1.4500       1715.3       22950.    
       115200.   0.21181E-02   1.4500       1422.4       27677.    
       118800.   0.19719E-02   1.4500       1324.2       29728.    
       122400.   0.30603E-02   1.4500       2055.2       19155.    
       126000.   0.23634E-02   1.4500       1587.2       24803.    
       129600.   0.52020E-02   1.4500       3493.4       11269.    
       133200.   0.35658E-02   1.4500       2394.6       16440.    
       136800.   0.32640E-02   1.4500       2191.9       17960.    
       140400.   0.24036E-02   1.4500       1614.2       24389.    
       144000.   0.25844E-02   1.4500       1735.5       22683.    
       147600.   0.27556E-02   1.4500       1850.5       21274.    
       151200.   0.28785E-02   1.4500       1933.0       20365.    
       154800.   0.29678E-02   1.4500       1993.0       19752.    
       158400.   0.36831E-02   1.4500       2473.4       15916.    
       162000.   0.62666E-02   1.4500       4208.3       9354.6    
       165600.   0.53641E-02   1.4500       3602.3       10928.    
       169200.   0.28646E-02   1.4500       1923.7       20464.    
       172800.   0.26047E-02   1.4500       1749.2       22506.    
