   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
        86400.  -0.85837E-01   1.0000      0.12877E+06   457.49    
       172800.  -0.82639E-01   1.0000      0.12483E+06   475.20    
       259200.  -0.83294E-01   1.0000      0.12570E+06   471.46    
       345600.  -0.83339E-01   1.0000      0.12579E+06   471.21    
       432000.  -0.85714E-01   1.0000      0.12874E+06   458.15    
       518400.  -0.86734E-01   1.0000      0.12997E+06   452.76    
       604800.  -0.86734E-01   1.0000      0.12993E+06   452.76    
       691200.  -0.89741E-01   1.0000      0.13354E+06   437.59    
       777600.  -0.97859E-01   1.0000      0.14304E+06   401.29    
       864000.  -0.10875       1.0000      0.15509E+06   361.12    
       950400.  -0.11081       1.0000      0.15693E+06   354.38    
      1036800.  -0.12150       1.0000      0.16783E+06   323.20    
      1123200.  -0.14165       1.0000      0.18677E+06   277.23    
      1209600.  -0.13053       1.0000      0.17526E+06   300.86    
      1296000.  -0.12283       1.0000      0.16710E+06   319.71    
      1382400.  -0.11743       1.0000      0.16135E+06   334.42    
      1468800.  -0.11323       1.0000      0.15685E+06   346.83    
      1555200.  -0.10942       1.0000      0.15278E+06   358.90    
      1641600.  -0.10604       1.0000      0.14917E+06   370.32    
      1728000.  -0.10359       1.0000      0.14655E+06   379.10    
      1814400.  -0.10163       1.0000      0.14447E+06   386.42    
      1900800.  -0.99324E-01   1.0000      0.14199E+06   395.37    
      1987200.  -0.97399E-01   1.0000      0.13991E+06   403.19    
      2073600.  -0.96063E-01   1.0000      0.13850E+06   408.79    
      2160000.  -0.94252E-01   1.0000      0.13652E+06   416.65    
      2246400.  -0.92540E-01   1.0000      0.13464E+06   424.36    
      2332800.  -0.90951E-01   1.0000      0.13291E+06   431.77    
      2419200.  -0.89454E-01   1.0000      0.13126E+06   439.00    
      2505600.  -0.89492E-01   1.0000      0.13144E+06   438.81    
      2592000.  -0.88670E-01   1.0000      0.13056E+06   442.88    
      2678400.  -0.93076E-01   1.0000      0.13589E+06   421.91    
      2764800.  -0.10660       1.0000      0.15130E+06   368.39    
      2851200.  -0.13687       1.0000      0.18193E+06   286.92    
      2937600.  -0.12251       1.0000      0.16693E+06   320.54    
      3024000.  -0.12037       1.0000      0.16430E+06   326.25    
      3110400.  -0.11852       1.0000      0.16213E+06   331.34    
      3196800.  -0.11494       1.0000      0.15824E+06   341.66    
      3283200.  -0.11114       1.0000      0.15413E+06   353.34    
      3369600.  -0.11180       1.0000      0.15484E+06   351.27    
      3456000.  -0.11421       1.0000      0.15738E+06   343.84    
      3542400.  -0.11745       1.0000      0.16065E+06   334.37    
      3628800.  -0.11750       1.0000      0.16055E+06   334.20    
      3715200.  -0.11417       1.0000      0.15694E+06   343.95    
      3801600.  -0.11448       1.0000      0.15722E+06   343.02    
      3888000.  -0.11631       1.0000      0.15907E+06   337.64    
      3974400.  -0.12055       1.0000      0.16332E+06   325.76    
      4060800.  -0.12295       1.0000      0.16555E+06   319.39    
      4147200.  -0.11891       1.0000      0.16124E+06   330.24    
      4233600.  -0.11492       1.0000      0.15704E+06   341.72    
      4320000.  -0.11237       1.0000      0.15437E+06   349.47    
      4406400.  -0.10999       1.0000      0.15191E+06   357.04    
      4492800.  -0.10844       1.0000      0.15033E+06   362.13    
      4579200.  -0.10624       1.0000      0.14804E+06   369.62    
      4665600.  -0.10407       1.0000      0.14577E+06   377.35    
      4752000.  -0.10988       1.0000      0.15221E+06   357.40    
      4838400.  -0.11615       1.0000      0.15880E+06   338.10    
      4924800.  -0.12190       1.0000      0.16451E+06   322.15    
      5011200.  -0.12398       1.0000      0.16629E+06   316.75    
      5097600.  -0.11934       1.0000      0.16138E+06   329.06    
      5184000.  -0.11515       1.0000      0.15695E+06   341.03    
      5270400.  -0.11239       1.0000      0.15408E+06   349.41    
      5356800.  -0.10963       1.0000      0.15120E+06   358.20    
      5443200.  -0.11228       1.0000      0.15412E+06   349.73    
      5529600.  -0.11455       1.0000      0.15651E+06   342.83    
      5616000.  -0.11642       1.0000      0.15839E+06   337.33    
      5702400.  -0.11712       1.0000      0.15903E+06   335.30    
      5788800.  -0.11551       1.0000      0.15728E+06   339.98    
      5875200.  -0.11533       1.0000      0.15706E+06   340.49    
      5961600.  -0.11431       1.0000      0.15597E+06   343.53    
      6048000.  -0.11200       1.0000      0.15355E+06   350.62    
      6134400.  -0.10945       1.0000      0.15087E+06   358.79    
      6220800.  -0.10705       1.0000      0.14838E+06   366.85    
      6307200.  -0.10480       1.0000      0.14605E+06   374.71    
      6393600.  -0.10278       1.0000      0.14396E+06   382.09    
      6480000.  -0.10089       1.0000      0.14201E+06   389.23    
      6566400.  -0.99154E-01   1.0000      0.14022E+06   396.05    
      6652800.  -0.97494E-01   1.0000      0.13850E+06   402.79    
      6739200.  -0.95985E-01   1.0000      0.13695E+06   409.13    
      6825600.  -0.94484E-01   1.0000      0.13537E+06   415.63    
      6912000.  -0.93049E-01   1.0000      0.13388E+06   422.04    
      6998400.  -0.91669E-01   1.0000      0.13243E+06   428.39    
      7084800.  -0.90415E-01   1.0000      0.13112E+06   434.33    
      7171200.  -0.89239E-01   1.0000      0.12989E+06   440.05    
      7257600.  -0.88107E-01   1.0000      0.12870E+06   445.71    
      7344000.  -0.87056E-01   1.0000      0.12760E+06   451.09    
      7430400.  -0.86232E-01   1.0000      0.12675E+06   455.40    
      7516800.  -0.85385E-01   1.0000      0.12588E+06   459.91    
      7603200.  -0.84425E-01   1.0000      0.12485E+06   465.14    
      7689600.  -0.83539E-01   1.0000      0.12391E+06   470.08    
      7776000.  -0.82788E-01   1.0000      0.12312E+06   474.34    
      7862400.  -0.81980E-01   1.0000      0.12226E+06   479.02    
      7948800.  -0.81204E-01   1.0000      0.12143E+06   483.60    
      8035200.  -0.80479E-01   1.0000      0.12066E+06   487.95    
      8121600.  -0.79770E-01   1.0000      0.11989E+06   492.29    
      8208000.  -0.79103E-01   1.0000      0.11919E+06   496.44    
      8294400.  -0.78445E-01   1.0000      0.11847E+06   500.60    
      8380800.  -0.87919E-01   1.0000      0.13025E+06   446.66    
      8467200.  -0.87950E-01   1.0000      0.13023E+06   446.50    
      8553600.  -0.87600E-01   1.0000      0.12976E+06   448.29    
      8640000.  -0.86696E-01   1.0000      0.12865E+06   452.96    
      8726400.  -0.85661E-01   1.0000      0.12740E+06   458.43    
      8812800.  -0.84647E-01   1.0000      0.12620E+06   463.93    
      8899200.  -0.83418E-01   1.0000      0.12475E+06   470.76    
      8985600.  -0.83541E-01   1.0000      0.12497E+06   470.06    
      9072000.  -0.85526E-01   1.0000      0.12746E+06   459.16    
      9158400.  -0.84938E-01   1.0000      0.12677E+06   462.33    
      9244800.  -0.90245E-01   1.0000      0.13320E+06   435.15    
      9331200.  -0.10222       1.0000      0.14705E+06   384.16    
      9417600.  -0.13002       1.0000      0.17607E+06   302.03    
      9504000.  -0.14436       1.0000      0.18851E+06   272.03    
      9590400.  -0.13125       1.0000      0.17517E+06   299.20    
      9676800.  -0.12204       1.0000      0.16551E+06   321.79    
      9763200.  -0.11521       1.0000      0.15828E+06   340.86    
      9849600.  -0.11008       1.0000      0.15282E+06   356.73    
      9936000.  -0.11415       1.0000      0.15722E+06   344.01    
     10022400.  -0.11631       1.0000      0.15941E+06   337.62    
     10108800.  -0.11602       1.0000      0.15899E+06   338.46    
     10195200.  -0.11730       1.0000      0.16020E+06   334.79    
