   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
        86400.   0.19092       1.0000      0.18591E+06   205.69    
       172800.   0.18879       1.0000      0.18383E+06   208.01    
       259200.   0.18873       1.0000      0.18378E+06   208.07    
       345600.   0.18849       1.0000      0.18354E+06   208.34    
       432000.   0.18989       1.0000      0.18490E+06   206.81    
       518400.   0.19078       1.0000      0.18577E+06   205.84    
       604800.   0.19108       1.0000      0.18606E+06   205.52    
       691200.   0.19327       1.0000      0.18819E+06   203.19    
       777600.   0.19911       1.0000      0.19388E+06   197.23    
       864000.   0.20752       1.0000      0.20207E+06   189.24    
       950400.   0.21154       1.0000      0.20599E+06   185.64    
      1036800.   0.22019       1.0000      0.21441E+06   178.34    
      1123200.   0.23465       1.0000      0.22849E+06   167.36    
      1209600.   0.23394       1.0000      0.22780E+06   167.86    
      1296000.   0.23245       1.0000      0.22634E+06   168.94    
      1382400.   0.23062       1.0000      0.22457E+06   170.28    
      1468800.   0.22866       1.0000      0.22265E+06   171.74    
      1555200.   0.22644       1.0000      0.22049E+06   173.43    
      1641600.   0.22412       1.0000      0.21823E+06   175.22    
      1728000.   0.22208       1.0000      0.21625E+06   176.83    
      1814400.   0.22024       1.0000      0.21446E+06   178.30    
      1900800.   0.21817       1.0000      0.21244E+06   180.00    
      1987200.   0.21623       1.0000      0.21055E+06   181.61    
      2073600.   0.21458       1.0000      0.20895E+06   183.00    
      2160000.   0.21269       1.0000      0.20710E+06   184.64    
      2246400.   0.21078       1.0000      0.20525E+06   186.30    
      2332800.   0.20890       1.0000      0.20341E+06   187.99    
      2419200.   0.20704       1.0000      0.20160E+06   189.68    
      2505600.   0.20610       1.0000      0.20069E+06   190.54    
      2592000.   0.20484       1.0000      0.19946E+06   191.71    
      2678400.   0.20685       1.0000      0.20142E+06   189.84    
      2764800.   0.21509       1.0000      0.20944E+06   182.57    
      2851200.   0.23411       1.0000      0.22796E+06   167.74    
      2937600.   0.23183       1.0000      0.22574E+06   169.39    
      3024000.   0.23293       1.0000      0.22682E+06   168.59    
      3110400.   0.23337       1.0000      0.22724E+06   168.27    
      3196800.   0.23240       1.0000      0.22630E+06   168.98    
      3283200.   0.23071       1.0000      0.22466E+06   170.21    
      3369600.   0.23098       1.0000      0.22492E+06   170.01    
      3456000.   0.23245       1.0000      0.22635E+06   168.94    
      3542400.   0.23479       1.0000      0.22862E+06   167.26    
      3628800.   0.23579       1.0000      0.22960E+06   166.55    
      3715200.   0.23481       1.0000      0.22865E+06   167.24    
      3801600.   0.23523       1.0000      0.22906E+06   166.94    
      3888000.   0.23653       1.0000      0.23032E+06   166.02    
      3974400.   0.23939       1.0000      0.23311E+06   164.04    
      4060800.   0.24178       1.0000      0.23543E+06   162.42    
      4147200.   0.24092       1.0000      0.23459E+06   163.00    
      4233600.   0.23927       1.0000      0.23299E+06   164.12    
      4320000.   0.23781       1.0000      0.23157E+06   165.13    
      4406400.   0.23617       1.0000      0.22997E+06   166.27    
      4492800.   0.23482       1.0000      0.22865E+06   167.24    
      4579200.   0.23306       1.0000      0.22694E+06   168.50    
      4665600.   0.23117       1.0000      0.22510E+06   169.88    
      4752000.   0.23357       1.0000      0.22744E+06   168.13    
      4838400.   0.23719       1.0000      0.23097E+06   165.56    
      4924800.   0.24132       1.0000      0.23498E+06   162.73    
      5011200.   0.24403       1.0000      0.23762E+06   160.92    
      5097600.   0.24313       1.0000      0.23675E+06   161.52    
      5184000.   0.24151       1.0000      0.23517E+06   162.60    
      5270400.   0.23995       1.0000      0.23365E+06   163.66    
      5356800.   0.23811       1.0000      0.23186E+06   164.92    
      5443200.   0.23893       1.0000      0.23266E+06   164.36    
      5529600.   0.24010       1.0000      0.23380E+06   163.56    
      5616000.   0.24143       1.0000      0.23509E+06   162.65    
      5702400.   0.24235       1.0000      0.23598E+06   162.04    
      5788800.   0.24204       1.0000      0.23568E+06   162.25    
      5875200.   0.24217       1.0000      0.23581E+06   162.16    
      5961600.   0.24181       1.0000      0.23546E+06   162.40    
      6048000.   0.24062       1.0000      0.23430E+06   163.21    
      6134400.   0.23901       1.0000      0.23273E+06   164.31    
      6220800.   0.23718       1.0000      0.23095E+06   165.57    
      6307200.   0.23525       1.0000      0.22907E+06   166.93    
      6393600.   0.23327       1.0000      0.22715E+06   168.34    
      6480000.   0.23129       1.0000      0.22521E+06   169.79    
      6566400.   0.22930       1.0000      0.22328E+06   171.26    
      6652800.   0.22732       1.0000      0.22135E+06   172.75    
      6739200.   0.22537       1.0000      0.21945E+06   174.25    
      6825600.   0.22341       1.0000      0.21754E+06   175.78    
      6912000.   0.22145       1.0000      0.21563E+06   177.33    
      6998400.   0.21951       1.0000      0.21375E+06   178.90    
      7084800.   0.21762       1.0000      0.21190E+06   180.45    
      7171200.   0.21577       1.0000      0.21011E+06   182.00    
      7257600.   0.21396       1.0000      0.20834E+06   183.54    
      7344000.   0.21219       1.0000      0.20662E+06   185.07    
      7430400.   0.21057       1.0000      0.20504E+06   186.49    
      7516800.   0.20897       1.0000      0.20349E+06   187.92    
      7603200.   0.20733       1.0000      0.20189E+06   189.41    
      7689600.   0.20572       1.0000      0.20032E+06   190.89    
      7776000.   0.20421       1.0000      0.19885E+06   192.30    
      7862400.   0.20269       1.0000      0.19736E+06   193.75    
      7948800.   0.20119       1.0000      0.19591E+06   195.19    
      8035200.   0.19973       1.0000      0.19449E+06   196.62    
      8121600.   0.19830       1.0000      0.19309E+06   198.03    
      8208000.   0.19690       1.0000      0.19173E+06   199.44    
      8294400.   0.19553       1.0000      0.19040E+06   200.83    
      8380800.   0.20074       1.0000      0.19547E+06   195.62    
      8467200.   0.20140       1.0000      0.19611E+06   194.98    
      8553600.   0.20156       1.0000      0.19627E+06   194.83    
      8640000.   0.20110       1.0000      0.19582E+06   195.28    
      8726400.   0.20032       1.0000      0.19506E+06   196.04    
      8812800.   0.19936       1.0000      0.19413E+06   196.98    
      8899200.   0.19813       1.0000      0.19293E+06   198.20    
      8985600.   0.19764       1.0000      0.19246E+06   198.69    
      9072000.   0.19847       1.0000      0.19326E+06   197.87    
      9158400.   0.19799       1.0000      0.19280E+06   198.34    
      9244800.   0.20118       1.0000      0.19590E+06   195.19    
      9331200.   0.20919       1.0000      0.20370E+06   187.72    
      9417600.   0.22744       1.0000      0.22147E+06   172.66    
      9504000.   0.24041       1.0000      0.23410E+06   163.34    
      9590400.   0.23940       1.0000      0.23312E+06   164.03    
      9676800.   0.23729       1.0000      0.23106E+06   165.50    
      9763200.   0.23460       1.0000      0.22844E+06   167.39    
      9849600.   0.23183       1.0000      0.22574E+06   169.39    
      9936000.   0.23358       1.0000      0.22744E+06   168.12    
     10022400.   0.23514       1.0000      0.22896E+06   167.01    
     10108800.   0.23572       1.0000      0.22953E+06   166.59    
     10195200.   0.23704       1.0000      0.23082E+06   165.67    
     10281600.   0.23781       1.0000      0.23157E+06   165.13    
     10368000.   0.23677       1.0000      0.23055E+06   165.86    
     10454400.   0.23497       1.0000      0.22880E+06   167.13    
     10540800.   0.23483       1.0000      0.22866E+06   167.23    
     10627200.   0.23562       1.0000      0.22944E+06   166.66    
     10713600.   0.23573       1.0000      0.22954E+06   166.59    
     10800000.   0.23487       1.0000      0.22870E+06   167.20    
     10886400.   0.23336       1.0000      0.22723E+06   168.28    
     10972800.   0.23146       1.0000      0.22538E+06   169.66    
     11059200.   0.22919       1.0000      0.22318E+06   171.34    
     11145600.   0.22685       1.0000      0.22090E+06   173.11    
     11232000.   0.22454       1.0000      0.21865E+06   174.89    
