   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
        86400.   0.18284E-01   1.0000       26322.       2147.7    
       172800.   0.17785E-01   1.0000       25833.       2208.0    
       259200.   0.17890E-01   1.0000       25949.       2195.0    
       345600.   0.17883E-01   1.0000       25941.       2196.0    
       432000.   0.18247E-01   1.0000       26299.       2152.2    
       518400.   0.18398E-01   1.0000       26438.       2134.5    
       604800.   0.18402E-01   1.0000       26438.       2134.0    
       691200.   0.18879E-01   1.0000       26890.       2080.1    
       777600.   0.20147E-01   1.0000       28036.       1949.1    
       864000.   0.21854E-01   1.0000       29438.       1796.9    
       950400.   0.22217E-01   1.0000       29671.       1767.5    
      1036800.   0.23962E-01   1.0000       30922.       1638.9    
      1123200.   0.27155E-01   1.0000       32655.       1446.2    
      1209600.   0.25532E-01   1.0000       31718.       1538.1    
      1296000.   0.24510E-01   1.0000       31111.       1602.2    
      1382400.   0.23752E-01   1.0000       30614.       1653.3    
      1468800.   0.23139E-01   1.0000       30186.       1697.1    
      1555200.   0.22563E-01   1.0000       29767.       1740.4    
      1641600.   0.22040E-01   1.0000       29373.       1781.8    
      1728000.   0.21646E-01   1.0000       29070.       1814.2    
      1814400.   0.21321E-01   1.0000       28813.       1841.8    
      1900800.   0.20940E-01   1.0000       28504.       1875.4    
      1987200.   0.20616E-01   1.0000       28237.       1904.9    
      2073600.   0.20380E-01   1.0000       28042.       1926.9    
      2160000.   0.20069E-01   1.0000       27777.       1956.7    
      2246400.   0.19776E-01   1.0000       27525.       1985.8    
      2332800.   0.19500E-01   1.0000       27287.       2013.8    
      2419200.   0.19239E-01   1.0000       27057.       2041.2    
      2505600.   0.19217E-01   1.0000       27049.       2043.5    
      2592000.   0.19060E-01   1.0000       26909.       2060.4    
      2678400.   0.19725E-01   1.0000       27530.       1990.8    
      2764800.   0.21808E-01   1.0000       29299.       1800.7    
      2851200.   0.26506E-01   1.0000       32348.       1481.5    
      2937600.   0.24328E-01   1.0000       30939.       1614.2    
      3024000.   0.24174E-01   1.0000       30866.       1624.5    
      3110400.   0.23951E-01   1.0000       30704.       1639.6    
      3196800.   0.23446E-01   1.0000       30351.       1674.9    
      3283200.   0.22894E-01   1.0000       29956.       1715.3    
      3369600.   0.23015E-01   1.0000       30058.       1706.3    
      3456000.   0.23392E-01   1.0000       30331.       1678.8    
      3542400.   0.23904E-01   1.0000       30674.       1642.8    
      3628800.   0.23930E-01   1.0000       30673.       1641.0    
      3715200.   0.23442E-01   1.0000       30324.       1675.2    
      3801600.   0.23516E-01   1.0000       30381.       1670.0    
      3888000.   0.23806E-01   1.0000       30577.       1649.6    
      3974400.   0.24475E-01   1.0000       31011.       1604.5    
      4060800.   0.24866E-01   1.0000       31233.       1579.2    
      4147200.   0.24272E-01   1.0000       30830.       1617.9    
      4233600.   0.23690E-01   1.0000       30444.       1657.7    
      4320000.   0.23307E-01   1.0000       30182.       1684.9    
      4406400.   0.22935E-01   1.0000       29921.       1712.3    
      4492800.   0.22686E-01   1.0000       29746.       1731.1    
      4579200.   0.22329E-01   1.0000       29483.       1758.7    
