   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
        86400.  -0.29158E-02  0.53169       5340.2       1903.6    
       103680.  -0.25767E-02  0.53169       4719.1       2154.1    
       120960.  -0.25620E-02  0.53169       4692.1       2166.5    
       138240.  -0.25494E-02  0.53169       4669.0       2177.3    
       155520.  -0.25367E-02  0.53169       4645.8       2188.1    
       172800.  -0.25241E-02  0.53169       4622.7       2199.1    
       190080.  -0.25164E-02  0.53169       4608.6       2205.8    
       207360.  -0.25083E-02  0.53169       4593.8       2212.9    
       224640.  -0.25003E-02  0.53169       4579.0       2220.0    
       241920.  -0.24922E-02  0.53169       4564.4       2227.2    
       259200.  -0.24843E-02  0.53169       4549.8       2234.3    
       276480.  -0.24777E-02  0.53169       4537.7       2240.3    
       293760.  -0.24710E-02  0.53169       4525.4       2246.3    
       311040.  -0.24643E-02  0.53169       4513.2       2252.4    
       328320.  -0.24577E-02  0.53169       4501.1       2258.4    
       345600.  -0.24511E-02  0.53169       4489.1       2264.5    
       362880.  -0.24508E-02  0.53169       4488.4       2264.8    
       380160.  -0.24499E-02  0.53169       4486.9       2265.6    
       397440.  -0.24491E-02  0.53169       4485.3       2266.4    
       414720.  -0.24482E-02  0.53169       4483.8       2267.2    
       432000.  -0.24474E-02  0.53169       4482.3       2268.0    
       449280.  -0.24513E-02  0.53169       4489.4       2264.4    
       466560.  -0.24548E-02  0.53169       4495.8       2261.1    
       483840.  -0.24583E-02  0.53169       4502.1       2257.9    
       501120.  -0.24617E-02  0.53169       4508.5       2254.8    
       518400.  -0.24652E-02  0.53169       4514.8       2251.6    
       535680.  -0.24650E-02  0.53169       4514.5       2251.8    
       552960.  -0.24651E-02  0.53169       4514.7       2251.7    
       570240.  -0.24652E-02  0.53169       4514.9       2251.6    
       587520.  -0.24654E-02  0.53169       4515.1       2251.4    
       604800.  -0.24655E-02  0.53169       4515.4       2251.3    
       622080.  -0.24669E-02  0.53169       4518.0       2250.0    
       639360.  -0.24682E-02  0.53169       4520.4       2248.8    
