   TOTIM (T)     FLOWRATE     DIAM.         RE           RT
        86400.   0.24123E-02  0.53169       4418.0       2301.1    
       103680.   0.21246E-02  0.53169       3891.0       2612.7    
       120960.   0.21125E-02  0.53169       3869.0       2627.6    
       138240.   0.21005E-02  0.53169       3846.9       2642.7    
       155520.   0.20884E-02  0.53169       3824.7       2658.0    
       172800.   0.20763E-02  0.53169       3802.6       2673.5    
       190080.   0.20692E-02  0.53169       3789.6       2682.6    
       207360.   0.20617E-02  0.53169       3775.8       2692.4    
       224640.   0.20542E-02  0.53169       3762.1       2702.2    
       241920.   0.20467E-02  0.53169       3748.5       2712.1    
       259200.   0.20393E-02  0.53169       3734.9       2721.9    
       276480.   0.20333E-02  0.53169       3723.9       2729.9    
       293760.   0.20272E-02  0.53169       3712.7       2738.2    
       311040.   0.20212E-02  0.53169       3701.6       2746.4    
       328320.   0.20151E-02  0.53169       3690.6       2754.6    
       345600.   0.20092E-02  0.53169       3679.6       2762.8    
       362880.   0.20095E-02  0.53169       3680.2       2762.4    
       380160.   0.20092E-02  0.53169       3679.7       2762.8    
       397440.   0.20088E-02  0.53169       3679.1       2763.2    
       414720.   0.20085E-02  0.53169       3678.4       2763.7    
       432000.   0.20081E-02  0.53169       3677.8       2764.2    
       449280.   0.20126E-02  0.53169       3685.8       2758.1    
       466560.   0.20164E-02  0.53169       3693.0       2752.8    
       483840.   0.20203E-02  0.53169       3700.0       2747.6    
       501120.   0.20240E-02  0.53169       3706.9       2742.5    
       518400.   0.20278E-02  0.53169       3713.7       2737.4    
       535680.   0.20278E-02  0.53169       3713.7       2737.4    
       552960.   0.20281E-02  0.53169       3714.4       2737.0    
       570240.   0.20285E-02  0.53169       3715.0       2736.5    
       587520.   0.20288E-02  0.53169       3715.6       2736.0    
       604800.   0.20292E-02  0.53169       3716.3       2735.6    
       622080.   0.20308E-02  0.53169       3719.3       2733.4    
       639360.   0.20323E-02  0.53169       3722.0       2731.4    
       656640.   0.20338E-02  0.53169       3724.7       2729.4    
       673920.   0.20352E-02  0.53169       3727.4       2727.4    
       691200.   0.20367E-02  0.53169       3730.0       2725.5    
       708480.   0.20509E-02  0.53169       3756.2       2706.5    
       725760.   0.20638E-02  0.53169       3779.7       2689.6    
       743040.   0.20766E-02  0.53169       3803.1       2673.1    
       760320.   0.20892E-02  0.53169       3826.3       2656.9    
       777600.   0.21018E-02  0.53169       3849.2       2641.1    
       794880.   0.21257E-02  0.53169       3893.0       2611.4    
       812160.   0.21482E-02  0.53169       3934.3       2584.0    
       829440.   0.21706E-02  0.53169       3975.3       2557.3    
       846720.   0.21928E-02  0.53169       4015.9       2531.5    
       864000.   0.22148E-02  0.53169       4056.2       2506.3    
       881280.   0.22264E-02  0.53169       4077.5       2493.2    
       898560.   0.22390E-02  0.53169       4100.6       2479.2    
       915840.   0.22515E-02  0.53169       4123.5       2465.4    
       933120.   0.22640E-02  0.53169       4146.3       2451.8    
       950400.   0.22764E-02  0.53169       4169.0       2438.5    
       967680.   0.23021E-02  0.53169       4216.1       2411.2    
       984960.   0.23263E-02  0.53169       4260.5       2386.1    
      1002240.   0.23504E-02  0.53169       4304.5       2361.7    
      1019520.   0.23742E-02  0.53169       4348.2       2338.0    
      1036800.   0.23979E-02  0.53169       4391.6       2314.9    
      1054080.   0.24408E-02  0.53169       4470.2       2274.2    
      1071360.   0.24815E-02  0.53169       4544.6       2236.9    
      1088640.   0.25217E-02  0.53169       4618.4       2201.2    
      1105920.   0.25618E-02  0.53169       4691.8       2166.8    
      1123200.   0.26015E-02  0.53169       4764.5       2133.7    
      1140480.   0.26056E-02  0.53169       4772.0       2130.4    
      1157760.   0.26132E-02  0.53169       4785.8       2124.2    
      1175040.   0.26207E-02  0.53169       4799.7       2118.1    
      1192320.   0.26283E-02  0.53169       4813.5       2112.0    
      1209600.   0.26358E-02  0.53169       4827.3       2106.0    
      1226880.   0.26303E-02  0.53169       4817.3       2110.3    
      1244160.   0.26262E-02  0.53169       4809.7       2113.7    
